CdSecteurH;CdEuMasseD;CNRM_ALAD;CNRM_Had3;EARTH_Had3;EARTH_RAC;EARTH_RCA4;Had2_ALAD;Had2_CCLM4;Had2_Had3;Had2_Reg6;IPSL_HIR5;IPSL_RCA4;MPI_CCLM4;MPI_Reg6;MPI_REMO;Nor_HIR5;Nor_REMO;Nor_WRF;Med_models
A0;FRCG101;24.001695371141984;-2.200457842367498;11.83940122271414;21.350159557296355;21.83661692872183;13.94153832515963;-7.443121394145102;0.6995366864282815;1.87481263333078;70.00905741929569;27.343296910136218;37.952455651908835;53.64007761230047;35.53997871043675;16.83632431193982;1.6668446862994737;36.78201862647457;21.350159557296355
A0;FRCG102;11.359278283395003;-4.854555825431506;6.453410487332878;18.868090724114705;10.69337217121038;4.85835848666667;-4.2729183557637;-0.21911776057835783;-2.0492435210575866;37.09669379577192;19.77591033638244;32.003931119731746;24.29993063783289;19.71681471591207;8.488759869221374;2.504201646191584;11.980795501660534;10.69337217121038
A1;FRCG101;24.001695371141963;-2.2004578423674537;11.83940122271403;21.350159557296735;21.836616928721764;13.94153832516012;-7.443121394145069;0.6995366864281927;1.8748126333309136;70.00905741929566;27.34329691013615;37.9524556519089;53.64007761229952;35.539978710437126;16.83632431193949;1.6668446862995625;36.78201862647461;21.350159557296735
A1;FRCG102;11.359278283394955;-4.8545558254315395;6.453410487332767;18.86809072411484;10.693372171210246;4.858358486666692;-4.272918355763733;-0.2191177605782579;-2.0492435210575977;37.096693795772296;19.775910336382395;32.00393111973185;24.299930637833;19.71681471591209;8.48875986922144;2.5042016461915173;11.98079550166069;10.693372171210246
A1;FRCG103;7.803565781370381;-8.19561607362015;-3.629167890305973;7.1324855695365175;-3.216061209553611;5.547629022281408;-5.903681483909084;-5.9842137888037055;-3.131507049079829;14.307684867125191;3.0743344292637698;15.553584414645073;17.558788817128246;20.29638112093439;-1.8159628105904655;5.08068919550706;0.7957856806098951;3.0743344292637698
A1;FRDG172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A1;FRDG173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A1;FRDG618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A2;FRCG101;24.00169537114214;-2.200457842367576;11.83940122271412;21.350159557296333;21.836616928721988;13.94153832516012;-7.443121394145091;0.6995366864282371;1.8748126333306911;70.0090574192957;27.34329691013606;37.95245565190879;53.64007761229992;35.53997871043704;16.836324311939755;1.6668446862996067;36.7820186264747;21.350159557296333
A2;FRCG103;7.803565781369937;-8.195616073620116;-3.62916789030624;7.1324855695368505;-3.2160612095534447;5.547629022281342;-5.903681483908452;-5.98421378880386;-3.131507049079385;14.307684867125191;3.0743344292637476;15.553584414644584;17.558788817128466;20.296381120934125;-1.815962810590732;5.080689195506705;0.7957856806102724;3.0743344292637476
A2;FRCG105;15.358337555473266;-4.4627726198379625;0.2793118491984492;11.056186054986108;-1.3436330465394053;11.114966922464207;-1.0014281703278227;2.2240008894826913;-1.0086579086591718;19.09836510457046;11.934207436431343;23.763708082298063;24.369158947628257;20.753314343465657;-2.7718422161084444;7.260663869376738;7.968207241737302;7.968207241737302
A2;FRCG117;21.57581692693109;-6.050944225917643;3.9304479479705057;20.683987144468414;8.823069146859908;10.072251179513824;-2.4839394451439456;-1.0856193845291795;1.2336609346303984;60.24527315719992;22.618150209589302;33.4555076419482;41.39971774323455;35.459940361278555;11.680097262226584;10.46753408950365;14.74388952564707;11.680097262226584
A3;FRCG101;24.001695371142052;-2.2004578423675536;11.839401222714162;21.350159557296532;21.836616928721988;13.94153832515994;-7.443121394145047;0.6995366864282593;1.874812633330536;70.0090574192958;27.34329691013615;37.95245565190888;53.64007761229957;35.53997871043715;16.8363243119396;1.6668446862994957;36.78201862647459;21.350159557296532
A3;FRCG105;15.358337555473137;-4.462772619837951;0.2793118491984492;11.05618605498606;-1.3436330465394386;11.11496692246423;-1.0014281703278671;2.2240008894826913;-1.0086579086590386;19.09836510457046;11.934207436431343;23.76370808229813;24.369158947628343;20.753314343465632;-2.7718422161085776;7.260663869376627;7.96820724173728;7.96820724173728
A3;FRCG106;18.663325206214477;-4.534629378607125;-0.31300398037226174;9.399580759279358;-4.184832060940657;8.895499399430484;-1.3706274160997678;3.455114456478725;-1.3013380316274192;20.673984883264215;16.52646465017129;28.3436458836259;30.54985351237103;23.70114238906844;-3.667625807794994;1.898050277747032;8.011767400891356;8.011767400891356
A3;FRCG117;21.575816926930624;-6.05094422591772;3.930447947970661;20.68398714446824;8.823069146859863;10.072251179514224;-2.48393944514389;-1.085619384529002;1.2336609346299543;60.245273157199854;22.61815020958906;33.45550764194829;41.39971774323463;35.459940361278306;11.680097262226408;10.467534089504117;14.743889525647049;11.680097262226408
A4;FRCG103;7.803565781370203;-8.195616073620549;-3.629167890306318;7.132485569537006;-3.2160612095538;5.547629022281386;-5.903681483908684;-5.984213788803949;-3.1315070490792407;14.307684867125037;3.074334429263592;15.553584414644938;17.558788817128356;20.296381120933905;-1.8159628105907544;5.080689195506638;0.7957856806100727;3.074334429263592
A4;FRCG104;8.818960331246583;-6.750034733649035;-1.7260512969994868;5.719903218766187;-5.820880694665331;5.256585332414221;-3.297273955116231;-1.3510710194847508;-2.5679562041340698;12.608315600346852;7.414867024833249;20.22778803885383;19.45798051243952;14.770580270530289;-5.397818067005367;1.1722171016372185;5.9586616277157;5.256585332414221
A4;FRCG105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A4;FRCG106;18.663325206214783;-4.534629378607125;-0.31300398037223953;9.399580759279402;-4.184832060940613;8.895499399430463;-1.3706274160998675;3.4551144564787917;-1.3013380316275525;20.673984883264197;16.526464650171114;28.34364588362599;30.54985351237116;23.701142389068597;-3.6676258077952273;1.8980502777470765;8.011767400891202;8.011767400891202
A4;FRCG108;22.187512686905244;-4.5501781518990425;1.4480208358794044;9.686074128136555;-4.767071955224744;6.521165126902129;-1.1270902411899208;4.310895305641771;-4.083569572281542;28.63905838152494;21.804070351134698;31.080829447987423;30.52806405026449;26.131489961979515;-1.6791424767164775;2.0714322876452806;7.567302215403671;6.521165126902129
A4;FRCG114;13.112992551676616;-5.976134663771592;-1.5446812163052326;5.840475886572483;-7.092630686082623;5.265205978396015;-3.537033058891126;0.49501772012345846;-2.706460341988126;17.72670152540472;10.802154814601115;23.5528807628018;23.38536101854789;18.41047917057781;-4.2992217317175285;0.8840848226900899;5.645057887817706;5.265205978396015
A4;FRDG217;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A4;FRDG618;11.547238437916896;0.08556245367430382;0.6476000819299443;2.018418150888457;-6.909785692885628;8.891710147250521;5.759271649719877;1.8826341433438645;-0.04858475026862097;-5.915985417408153;-0.08868397683984286;20.710744894208943;18.84322452057756;11.53470699704442;-17.35912415524584;-10.032907208119148;-0.22336717806861195;0.6476000819299443
