CdSecteurH;CdEuMasseD;CNRM_ALAD;CNRM_Had3;EARTH_Had3;EARTH_RAC;EARTH_RCA4;Had2_ALAD;Had2_CCLM4;Had2_Had3;Had2_Reg6;IPSL_HIR5;IPSL_RCA4;MPI_CCLM4;MPI_Reg6;MPI_REMO;Nor_HIR5;Nor_REMO;Nor_WRF;Med_models
A0;FRCG101;37.048463443819;30.50655413410286;7.1863492823689645;18.615339698782265;17.925946354310994;1.3000578279383834;2.516360110452198;2.2067924943931727;7.862639868664245;11.673836124804504;0.6127970103506408;22.42654242960287;20.06496563761948;33.811296264854306;-4.260978304196561;-1.8993458774405392;3.3233360258052125;7.862639868664245
A0;FRCG102;13.649147043108645;31.03857610899841;2.054316712005644;11.860073872835963;9.303440636862682;-2.8267308594072227;4.339892433197434;0.892202822826138;6.8184986604216125;0.4936158318101347;4.9913192314548605;24.414869590555387;13.345809980373978;25.327447438500705;-5.661710638648354;3.5132735395308368;-2.550582356828568;4.9913192314548605
A1;FRCG101;37.04846344381851;30.506554134103347;7.1863492823689645;18.615339698782485;17.925946354311062;1.3000578279383168;2.516360110452154;2.2067924943931283;7.862639868664356;11.67383612480486;0.6127970103507296;22.426542429602936;20.06496563761948;33.81129626485464;-4.2609783041966836;-1.8993458774403835;3.323336025805057;7.862639868664356
A1;FRCG102;13.649147043108712;31.03857610899841;2.054316712005644;11.860073872836027;9.303440636862636;-2.8267308594072005;4.339892433197456;0.8922028228260936;6.818498660421657;0.4936158318102235;4.9913192314549715;24.41486959055537;13.34580998037389;25.327447438500727;-5.661710638648398;3.5132735395306813;-2.550582356828379;4.9913192314549715
A1;FRCG103;14.15267075539588;11.005473375879028;2.4678186934351087;12.708559616893522;6.346478347534235;1.9465447709783976;1.921974386799219;-0.6801939706222893;3.5226431760318366;-2.253350307687929;-2.05588511299738;9.302991380741933;9.903658380125147;21.305696559705023;-8.380588649267217;2.062893973451563;-2.416444100825965;2.4678186934351087
A1;FRDG172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A1;FRDG173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A1;FRDG618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A2;FRCG101;37.04846344381871;30.506554134103283;7.1863492823689645;18.61533969878233;17.92594635431115;1.3000578279384056;2.5163601104523536;2.2067924943931283;7.862639868664334;11.673836124804794;0.6127970103505076;22.426542429602804;20.06496563761953;33.811296264854576;-4.260978304196417;-1.8993458774405725;3.323336025805168;7.862639868664334
A2;FRCG103;14.152670755395702;11.005473375879028;2.467818693435242;12.708559616893522;6.346478347533946;1.9465447709783537;1.9219743867992856;-0.6801939706222226;3.5226431760319032;-2.2533503076883066;-2.055885112997513;9.302991380741464;9.90365838012497;21.305696559704668;-8.380588649266919;2.062893973451541;-2.416444100826032;2.467818693435242
