"GWL","EXP","GCM","RCM","BC","HM","SH","deltaRecharge"
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L7",8.6613885346144
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L7",23.3278398151355
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L7",24.492922139487
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L7",-6.17195170870208
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L7",-0.0822601739279505
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L7",5.91668448101823
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L8",7.59850820070029
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L8",1.90047244008038
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L8",13.5574707566391
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L8",15.5951008424018
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L8",12.313735316294
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L8",6.53875681166349
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L8",-2.03663600603988
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L8",-3.12483788458501
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L8",5.76193135162322
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L8",-5.07117172592548
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L8",-0.439586779677603
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L8",5.3195342646762
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L8",21.5417506925488
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L8",28.1456307564999
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L8",-5.63785477458829
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L8",0.522903667272501
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L8",2.59489495304617
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L9",2.46788925552703
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L9",0.710010510999748
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L9",18.1517604647825
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L9",14.8538249465237
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L9",14.4747235944592
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L9",8.60423163756838
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L9",4.59544645617789
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L9",-2.72211399539534
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L9",4.2447888032868
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L9",-7.00325488579171
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L9",-5.36370688384857
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L9",7.64195850765355
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L9",16.0082005195773
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L9",18.3035062661061
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L9",-8.60516556753995
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L9",1.59461560578993
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L9",5.73592887538559
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M0",3.0853494606125
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M0",-3.51106205885225
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M0",16.3272792257259
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M0",11.3165664458252
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M0",10.8514215175746
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M0",-1.01725186253145
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M0",2.48927811357169
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M0",-4.6950583358372
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M0",-0.931503322983118
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M0",-4.57649979740248
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M0",-1.48973374270358
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M0",5.21764137044964
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M0",13.0249961847312
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M0",9.18133346914016
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M0",-10.3586983730825
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M0",-0.666870822747312
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M0",2.62649915612063
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M1",2.181353889499
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M1",-4.34121397035847
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M1",17.5157944206659
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M1",13.0671612447744
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M1",11.4225112889705
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M1",5.20883552429854
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M1",6.31648769302244
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M1",-4.72672148736746
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M1",6.67333519014888
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M1",-5.81141619490607
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M1",-6.12416201015398
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M1",9.11452301558813
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M1",13.1572709496257
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M1",16.8506872092153
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M1",-13.1478707373496
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M1",6.13476865582967
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M1",3.27421463796775
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M2",2.33860265885184
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M2",-2.98987213571142
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M2",17.4746484039277
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M2",11.4988423836762
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M2",13.3249173713078
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M2",0.239667987186087
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M2",1.28216960276146
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M2",-3.87674169551399
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M2",0.41585915700364
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M2",-4.23860556962907
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M2",-3.60392276286763
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M2",4.55932198994651
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M2",14.292705434638
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M2",13.9904646228292
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M2",-11.0707951510377
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M2",-0.804496219798989
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M2",4.86405637317333
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M3",0.933773508818647
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M3",-2.75792922250643
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M3",12.9510720456855
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M3",12.7248026276451
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M3",11.7909363198302
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M3",-2.63982291752518
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M3",-1.92997267918846
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M3",-5.3432734009036
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M3",-3.82049843591185
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M3",-4.28267053459827
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M3",3.60743613878767
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M3",2.51329149867046
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M3",12.7739985852684
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M3",7.17725916406422
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M3",-7.26266924918068
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M3",-1.96786196950122
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M3",4.05451287844047
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M4",2.23990365875337
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M4",-1.54809851663809
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M4",14.6999666805824
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M4",10.7024040019696
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M4",13.7356459749672
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M4",-2.21293976854465
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M4",-3.78505299944536
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M4",-3.27490131360586
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M4",-2.17942318300113
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M4",-5.59401058436937
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M4",-3.85958643590487
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M4",0.460376103310445
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M4",14.0066598272685
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M4",15.723383289724
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M4",-10.5357019726659
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M4",-2.99053703241994
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M4",5.66320336478698
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M5",4.02564968680035
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M5",0.0867903004427406
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M5",12.3184488807622
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M5",12.3893202793277
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M5",13.2834092709234
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M5",-0.0130516844081274
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M5",-3.53324870383441
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M5",-2.77039499748674
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M5",-0.0952633340240983
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M5",-4.78497211725165
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M5",-2.13810173328994
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M5",2.21071690871786
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M5",22.3185919261294
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M5",24.1029790562243
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M5",-10.3311282437265
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M5",1.58234104840365
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M5",4.15945017501753
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M6",3.63488302950843
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M6",-0.84226501376804
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M6",14.8007571545161
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M6",12.0446145758625
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M6",13.0071928508356
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M6",-2.50089161929705
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M6",-4.66324729788384
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M6",-1.72751959450924
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M6",-0.348250200132516
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M6",-8.20418408089633
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M6",-0.182224261622943
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M6",1.30862451658003
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M6",15.4257737367625
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M6",11.5138376730493
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M6",-11.0464125434887
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M6",-4.95913136213166
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M6",4.80703604056283
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M7",6.67217551794159
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M7",-0.223414865874505
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M7",15.3675946417521
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M7",10.4714168840825
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M7",11.7741842579789
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M7",-2.0227398723664
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M7",-5.14983706170389
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M7",-2.57041116178388
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M7",-0.0678100299747242
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M7",-13.2911551051106
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M7",-0.676419074410217
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M7",2.79523774875692
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M7",17.560979860385
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M7",10.6328589638997
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M7",-12.5877313229285
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M7",-3.89996753168053
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M7",0.706741816044554
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M8",3.73949879562923
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M8",-0.387394690038156
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M8",15.8807961388977
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M8",13.9782277562035
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M8",13.4518007808569
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M8",-1.33538816164234
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M8",-4.0885520732546
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M8",-0.634653558761811
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M8",0.558302935461041
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M8",-8.64762941140691
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M8",0.081797373995518
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M8",2.03846723428367
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M8",17.5837905992886
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M8",8.8762984348095
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M8",-11.629487533362
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M8",-7.17160023100905
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M8",4.53009525519348
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N0",2.37301988184608
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N0",-0.657197180713287
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N0",15.3881111129233
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N0",18.0163491030544
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N0",14.9690349051129
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N0",1.54480627250524
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N0",-3.45158472625358
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N0",2.89190550347929
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N0",0.446113165658546
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N0",-5.06106942619464
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N0",-2.01121279394131
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N0",6.41994316822645
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N0",27.9469047579009
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N0",6.65944749559093
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N0",-13.4644469085903
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N0",-13.2557981488283
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N0",4.44451302244249
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N1",3.19569532807367
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N1",0.406407558025612
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N1",17.7861949458103
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N1",17.6425798520298
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N1",14.9884885723645
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N1",0.102204809627904
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N1",-1.65160046737038
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N1",0.827029116821887
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N1",2.01105882501285
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N1",-5.6160922916585
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N1",0.973566224347544
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N1",7.21335504443958
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N1",29.3598682229939
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N1",5.45631049437145
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N1",-12.6816515070546
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N1",-10.2022350502795
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N1",1.2454473405616
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N2",3.86415858421241
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N2",-1.29185086731578
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N2",18.9745380330137
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N2",17.1414262605847
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N2",15.2564140099449
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N2",1.54031480955303
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N2",-1.90288401840212
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N2",1.94440203825772
