CdSecteurH;CNRM_ALAD;CNRM_Had3;EARTH_Had3;EARTH_RAC;EARTH_RCA4;Had2_ALAD;Had2_CCLM4;Had2_Had3;Had2_Reg6;IPSL_HIR5;IPSL_RCA4;MPI_CCLM4;MPI_Reg6;MPI_REMO;Nor_HIR5;Nor_REMO;Nor_WRF;Med_models
A0;28.891198789798047;30.684237093537135;5.350930284429523;16.361991339690164;14.829966018641528;-0.08831792605622502;3.1056168133980044;1.788123153585386;7.520285562060813;7.889393452646787;2.0650262416391785;23.09356942055691;17.780105416184888;30.87839789638955;-4.727224285991638;-0.2188019795645424;1.407674263365788;7.520285562060813
A1;17.06665607600033;19.064740838787262;2.94699778421712;13.296617159674383;8.573527348931066;0.5333427312576688;2.6647992989382363;0.1926643438193043;5.061356722649357;0.4154427370643532;0.20787135602540197;15.26093198730094;12.219602556811228;24.13045686312043;-7.035740857508599;1.8445648455227115;-1.6360955377313855;2.94699778421712
A2;19.814017718988495;15.32964867099096;3.7743388126456168;14.703441128316651;8.599720314624793;1.9942362636665043;2.2135233193558257;0.1829447368065784;4.467128518057306;1.0994165114640797;-1.242074667202464;12.120598968688112;12.164317083633392;23.968656167411417;-6.819600297535655;1.3147402997642388;-1.5577072592044328;3.7743388126456168
A3;28.84398052906807;19.0742187565923;6.982684145436058;20.517338042990872;9.565634117146038;3.0418988365733757;3.555928198311475;2.17102599679575;4.521773535125551;5.0676610945436185;0.7758849700337134;14.203860184619588;14.55582449948558;25.500290864539465;-2.8328024294796084;1.0942903133898785;-3.1468312841913315;5.0676610945436185
A4;15.69477536618946;10.963892664073317;2.729305287226147;14.037879864861312;4.61119262325751;1.9692642991454568;3.244880012904217;0.19828632907801236;2.9970894256365455;-2.0014099835854893;-1.6663627718901064;9.251800814556542;9.471904790562435;19.9005150973695;-8.215788981433402;1.4948549820996917;-3.119386523822787;2.9970894256365455
A5;22.623253042524304;10.385256163875134;6.066615729311087;18.865034988993056;2.5600385294702432;2.7270667768672485;9.227726008618786;2.3746094447771204;-1.905357162993082;-3.869463313753641;-1.502155755925949;13.319791069310094;5.379529289547147;16.11680130951769;-4.59139511519332;0.6460456213329469;-7.691450460696647;2.7270667768672485
A6;19.27368011979813;11.477149067928917;4.247219418245485;17.199681259489587;3.62178208686792;2.5464261233475005;5.254488521725964;1.396718263611718;1.1549885639573931;-1.8019147074026745;-1.109179216677092;10.493218518280957;8.92241101019129;18.895694399186436;-6.2950408959885245;1.2768587522039354;-5.095044211193223;3.62178208686792
A7;23.057163302006025;10.273472699046993;6.300764211376908;18.978278460001015;2.4979728121243383;2.780800788379878;9.59544149081304;2.3379657653726404;-2.326664962628855;-3.9625081570156095;-1.7203071819823057;13.568934949611313;4.877992675279996;15.667548121115637;-4.287489888911622;0.6147363370073489;-7.9432906509472545;2.780800788379878
A8;22.21065286334245;8.448921896213246;6.5599895373341655;17.50292840258558;3.062017729220856;2.5633914965871973;9.554266729794223;2.361610250621893;-1.2093560472100418;-5.2316064554464585;-1.461485999160972;13.712193334250689;4.309308852145399;15.47412614604542;-4.636007181146895;0.6517515850007038;-7.926965416348408;3.062017729220856
A9;22.258867155071105;12.62048095285886;5.627663852055265;20.60252120193764;2.41467701011513;2.625332365881383;7.60128873984296;2.349829454157293;-2.2417391778760787;-2.606183773395798;-1.0166954473833645;12.479951383214893;7.6942208248616195;17.839368276692902;-4.96749891895546;0.653342968722237;-7.4566496661706445;2.625332365881383
