CdSecteurH;CNRM_ALAD;CNRM_Had3;EARTH_Had3;EARTH_RAC;EARTH_RCA4;Had2_ALAD;Had2_CCLM4;Had2_Had3;Had2_Reg6;IPSL_HIR5;IPSL_RCA4;MPI_CCLM4;MPI_Reg6;MPI_REMO;Nor_HIR5;Nor_REMO;Nor_WRF;Med_models
E6;16.794276877731672;-7.79146405826745;-8.036010592727404;13.90925633137612;-8.805277445927373;6.958101353704271;-3.2320839720152317;-1.212636984238613;-13.154238920231498;15.18373212178654;35.88325688758649;33.28848520663881;28.328927173199236;19.984439730585724;11.056541437971322;8.991485766771156;8.746286885555698;8.991485766771156
F0;21.405164153712807;-4.786069971536411;5.640400278446078;9.72025117993569;-1.6397671847186768;3.996338745045458;-3.733252265803799;1.0421602533868812;-2.5676688395935066;20.355735913121144;19.667731047506543;30.56966627774198;26.331940468405858;13.414319830587008;-1.9111688393903312;-1.8067126513300669;5.392268556859947;5.392268556859947
F1;24.16357463750074;-4.715091886369571;4.020716492481635;10.554353197405252;-3.3874134641989073;4.384734348206232;-0.21923891502771964;0.8872691621527817;-3.0069484573083005;25.598264921288163;23.895266783932417;35.797934751128494;31.387193305179007;16.776362166945802;1.133026125874692;1.9378494836045812;5.714895678428555;4.384734348206232
F2;23.203477527970698;-6.194256143067611;2.4834182335831567;10.10325454620582;-1.281724257444461;0.599567213396246;-0.3510807540024974;-6.795025067852956;-2.3201098210590354;32.94321759012693;29.51157485000593;41.1973986193444;35.66840838579994;17.90107363871496;9.91609593510059;7.21408675534001;5.219157988442369;7.21408675534001
F3;17.79295841677644;-4.883368640434282;5.730502822402905;8.286832668915434;0.15601803073062026;-0.5958807054282089;-6.0927313533032486;-2.248241118830152;-0.07886463222247508;19.76003764473171;15.736995453464742;25.58773046345786;23.448054527364537;12.697567217192884;-0.25713670831284396;-2.0860958329695367;2.54844481395069;2.54844481395069
F4;13.562447241759369;-5.9441977545180436;-3.0709079060273536;8.87691373971695;-2.522333442696556;-0.0939970160929504;-4.884033328999216;-8.525554724755613;-3.817535478013612;33.65423659480442;25.46169240455376;38.32241146564621;31.4008919752768;17.19970225349252;10.439757180638921;3.825183886480143;-0.7004054240994373;3.825183886480143
F5;19.991058698781927;-4.933331255614515;3.398305536408719;8.097932555756104;-5.178753718754869;5.341440170754175;-1.4416176012052362;2.5515735861838085;-4.18195152230968;18.490245778097215;18.895287925391813;31.41727168336157;27.75831288891282;14.252800056744809;-3.3560346507394923;-1.50492652219667;4.251285524372328;4.251285524372328
F6;21.587881687274745;-5.510839627879339;-1.8419930872515031;9.703595688807988;-3.515837655664822;5.131009908035766;1.598528263481347;-6.361656129159831;-8.242959987100662;35.22538560566568;26.094787934719843;41.51250242335509;32.183709773486235;19.14704450339615;13.993855994766214;5.58749286380853;3.463793991282871;5.58749286380853
F7;10.191782261308411;-8.70662141286468;-11.307007232510912;4.761245236016309;-10.85763091476306;0.6752193156191355;-3.070935283348808;-7.929990075620397;-15.657953630296904;23.49595876168882;15.491802901286889;28.84142448647331;19.511449434662875;9.801940863259006;15.398830872006064;-3.3997783362967215;3.2943085032393293;3.2943085032393293
G0;11.292684751261373;-12.82331815103488;-13.467525672009453;13.599057129031532;-10.79492708094698;2.845459004983497;-5.292363448042825;-4.33776040512236;-9.150808578500936;6.43769489391286;30.899176881282564;24.80555348357536;29.599616119381665;19.002988263309085;6.149075245236557;9.06082139909108;2.0389738019863657;6.149075245236557
G1;11.131347053871576;-13.05216397739163;-13.75914804116941;13.461617483559696;-10.968762577753068;2.4251468987736446;-5.509214109502302;-4.686845581454313;-8.995164380839181;6.433255357693901;30.626821002723005;24.673918302219455;29.46807086584622;19.00221246064444;6.161211982232495;9.399135008842885;1.6301688811601878;6.161211982232495
G2;10.57296375850374;-12.53881872094601;-13.60137831018845;12.101183805775603;-10.804553954816775;1.2514918758938398;-5.55920754856134;-5.523594127459597;-9.546563801233098;7.0000305067972945;29.511187232772528;24.35373371145588;27.06432201703339;17.959363900184;6.226087523078605;8.275590540341437;0.5930489714677245;6.226087523078605
G3;12.340980225190057;-10.651389149431822;-13.365872165099136;10.047169494878183;-11.796609740107469;0.20467898642364535;-6.1626671536363915;-5.936132532819915;-4.298937378744538;-2.923807194816541;26.93726649038428;24.2003629189989;28.977074052265618;18.047318063315032;1.144807378250956;3.0595010583535087;0.34726717609221414;0.34726717609221414
G4;12.426415683736058;-10.47688671938566;-13.336563536733848;9.796983502515433;-11.85540651132292;0.03835717376674541;-6.210557216440504;-6.028424516195818;-3.97362585476696;-3.5835346716480365;26.674146494143013;24.15841005086341;28.926124846295952;17.973211914625665;0.771298025626721;2.59580990060595;0.2502703781998461;0.2502703781998461
G5;12.43154066447998;-10.482049517015511;-13.33788655570225;9.809102435222616;-11.857200140214264;0.04789507928228964;-6.211145571600863;-6.02221092135199;-3.949243899646948;-3.60754249859766;26.66949830978485;24.17620527122224;28.965851341317418;17.981136740790426;0.7693790414472712;2.6136496936311815;0.25929627951641887;0.25929627951641887
G6;12.429548116880618;-10.480042164915549;-13.337372169615136;9.804390561026398;-11.856502782108114;0.04418687964793388;-6.210916821251455;-6.024626556214596;-3.958723004495479;-3.5982086022803617;26.671305535738533;24.16928638568212;28.950405233397557;17.97805572968203;0.7701251152411048;2.606713869641064;0.2557870432983389;0.2557870432983389
G7;12.846985168959568;-10.09267744613831;-13.20852503565092;9.358040814196356;-11.820277057976435;-0.05524394806792898;-6.166511501603377;-6.148523846733767;-4.408510449650082;-3.6835169082958585;26.68177907517886;23.8866721851821;27.9102705348661;17.870164430991366;0.2475936122194211;1.4609728775414776;-0.29202289177592267;-0.05524394806792898
H0;18.588290274063944;-7.8869164870498;-1.413556067368904;5.817697805619448;-5.918439501435458;7.269662498567575;-0.04961234875714426;-3.3640580001178755;-7.593810518082456;24.007055241900233;24.83671979925632;36.600476865276455;27.810636865987348;17.209078359259465;10.032969125685076;5.811511327571028;7.509385267012902;7.269662498567575
H1;23.346007328064424;-4.346264787104981;4.007757453490646;8.202298483358096;-1.4250213887125551;8.718175774436876;3.879864660576726;-1.6752579751859953;-4.4789297328675985;30.60719430762271;25.415351603151205;40.01030024938152;31.7007524249828;18.090489546299548;7.2605255736171825;3.839443467263792;8.0529037768589;8.0529037768589
H2;15.311505605441411;-9.641652935414346;-9.426024648762263;7.162564973560226;-9.28874491059084;1.231903176338145;-2.572242078008158;-7.017135426017718;-15.311706463281238;21.816511325725664;24.56455469522676;32.69404360323491;20.983920812024337;14.099266158227852;14.15553305602577;1.252731076545066;2.617515539657833;2.617515539657833
H3;11.538026827197555;-8.440504756083145;-12.476477324894583;5.394844921672859;-10.145515700440075;-3.0242486093675303;-3.4867061107520025;-6.79013765909321;-14.644536426657684;17.02704199604641;25.607548800060226;27.799818050259795;21.063319859122863;12.438718260702933;10.6914860175652;-0.985249695780599;-1.385734605351785;-0.985249695780599
H4;6.808539015486925;-12.548898507936244;-15.438734832476442;8.509333184290679;-9.80564179208473;-6.111323027853155;-6.446599406322207;-10.401059645814282;-13.318679753869834;26.593344639318417;31.432987819229673;29.035782267048347;28.47645577782476;16.141684114103995;17.52730719951183;3.2188113618247804;-6.9802254932172065;3.2188113618247804
H5;11.531733781205556;-9.3666643604998;-13.060448733686693;7.355446250932629;-11.576084287124978;-1.7397511578097435;-6.175732163039882;-7.066420770150971;-8.63607001706248;1.1979892639103706;27.071536952336015;20.778961251787425;21.2947442567484;16.35726673905964;1.2040636866000876;-1.0776876948499936;-1.0888484940185794;-1.0776876948499936
H6;8.773337193442066;-12.90717063386716;-14.933103205922984;7.806153403942684;-10.74898443650294;-7.193591613614103;-6.965650868300665;-10.732309164328155;-12.85706968348903;17.625791044252747;31.92108334815984;22.869122402553053;25.988568565447068;16.898334914125645;12.502818140270344;2.083849596743881;-7.590604697984227;2.083849596743881
