GCM-RCM;ZH;deltaDegre;ref;fut;surface
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;J3;2.757;16.919;19.675;4241
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;J6;3.322;18.546;21.868;1618
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;J5;3.155;17.55;20.706;2612
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;J8;3.201;18.043;21.244;3605
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;R2;3.741;20.16;23.901;1191
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;J7;3.291;18.741;22.032;5707
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;B0;3.782;18.368;22.15;447
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;R1;3.802;19.83;23.631;1460
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;R4;3.598;20.349;23.947;881
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;R3;3.615;20.285;23.901;1497
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;R6;3.563;19.983;23.547;1327
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;R5;3.502;20.259;23.761;1378
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;R8;3.029;20.244;23.272;55
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;J0;2.907;17.973;20.879;2767
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;R7;3.343;20.322;23.665;772
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A9;3.679;18.728;22.408;3836
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A8;3.59;18.637;22.227;2079
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;R0;3.782;19.779;23.561;1348
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I9;3.019;17.649;20.668;1107
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;Z4;2.515;17.042;19.557;3
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A1;3.805;18.62;22.425;1808
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I8;2.955;17.355;20.309;477
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A0;3.733;19.615;23.349;895
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;Z6;2.972;20.254;23.226;175
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A3;3.57;19.311;22.881;2549
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;Z5;2.996;19.291;22.287;254
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;Z8;3.153;23.361;26.514;27
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A2;3.675;18.774;22.449;2953
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A5;3.765;18.589;22.355;1930
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A4;3.844;17.482;21.325;1784
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;Q9;3.169;18.951;22.12;1028
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A7;3.649;18.9;22.549;2670
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;A6;3.705;18.374;22.079;3092
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;Q8;3.227;20.163;23.389;1083
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I1;3.1;17.74;20.84;1809
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I0;3.234;17.618;20.853;1308
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I3;2.901;17.612;20.513;543
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I2;3.178;17.512;20.69;2971
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I5;2.527;17.172;19.698;1468
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I4;2.834;17.348;20.182;2063
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I7;2.7;17.328;20.027;1112
tasAdjust_FR_rcp85_HadGEM2-ES_CCLM4-8-17_ADAMONT_seasmean_1950-2099_JJA.nc;I6;2.538;17.009;19.548;1255
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;M1;1.809;4.598;6.406;8294
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;M0;1.811;4.848;6.658;7963
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;M3;1.767;5.091;6.858;5838
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;M2;1.702;5.924;7.626;21
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;U4;1.856;3.275;5.131;4014
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;U1;1.955;2.596;4.551;5793
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;U0;1.977;2.305;4.282;6186
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;U3;1.786;3.145;4.93;5720
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;U2;2.099;1.798;3.897;7728
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L4;1.722;4.452;6.174;3885
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L3;1.692;5.358;7.051;818
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L6;1.661;5.144;6.805;1772
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L5;1.662;5.024;6.687;3913
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L8;1.742;5.435;7.177;3667
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L7;1.711;5.349;7.06;1312
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;D0;1.918;3.238;5.157;1133
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L9;1.736;5.559;7.295;1484
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L0;1.803;4.55;6.353;4402
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L2;1.704;5.257;6.961;3218
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;L1;1.649;5.322;6.971;1841
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;K3;1.81;3.45;5.26;5605
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;K2;2.165;2.165;4.33;8745
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;K5;1.714;4.066;5.78;6822
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;K4;1.782;4.345;6.127;10008
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;K7;1.675;4.854;6.528;3446
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;K6;1.703;4.503;6.206;7121
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O1;2.109;4.26;6.369;4132
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O0;2.177;3.295;5.471;5818
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O3;2.115;3.807;5.923;5301
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O2;1.813;6.117;7.929;5193
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O5;1.93;4.887;6.817;5961
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O4;1.854;5.236;7.09;4491
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;F6;1.882;3.696;5.579;7321
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;W1;2.711;-1.843;0.868;3064
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;F5;1.922;2.746;4.668;5515
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;W0;2.927;-2.449;0.478;2711
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;W3;2.22;2.375;4.595;2497
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;W2;2.948;-1.389;1.558;3619
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;F7;1.796;4.969;6.765;1105
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;N6;1.703;6.232;7.936;771
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;N5;1.741;5.842;7.583;404
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;N8;1.744;6.52;8.264;1301
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;N7;1.728;5.969;7.696;590
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;F0;1.878;3.207;5.085;3972
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;F2;1.815;3.92;5.735;1712
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;F1;1.892;3.281;5.173;4595
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;F4;1.799;4.151;5.95;9621
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;F3;1.831;3.567;5.397;10836
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;N0;1.694;6.876;8.569;1075
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;N2;1.759;6.662;8.421;619
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;N1;1.721;6.539;8.26;753
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;N4;1.737;5.777;7.513;1216
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;N3;1.759;6.126;7.885;1973
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;V6;2.35;4.593;6.942;2137
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;V5;2.237;4.51;6.748;5731
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;V7;2.085;6.562;8.647;3702
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;E5;1.966;4.305;6.271;3202
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;V0;2.872;-0.163;2.709;3445
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;E4;1.937;4.799;6.736;2241
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;V2;2.287;1.388;3.674;3760
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;E6;1.899;3.996;5.896;6568
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;V1;2.343;1.694;4.037;5949
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;V4;2.258;3.338;5.596;4936
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;V3;1.892;3.235;5.126;5191
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;M5;1.701;5.68;7.381;1856
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;M4;1.698;5.81;7.508;233
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;M7;1.757;5.702;7.459;2356
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;M6;1.713;5.879;7.593;2540
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;M8;1.703;6.384;8.087;2581
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;E1;1.966;3.768;5.734;2658
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;E3;1.985;4.307;6.292;2825
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Q1;1.8;6.65;8.45;1586
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;E2;1.996;4.12;6.116;1210
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Q0;1.888;5.419;7.307;2461
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Q3;1.806;7.09;8.896;2194
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Q2;1.828;6.371;8.199;3146
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Q5;1.831;6.936;8.767;1425
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Q4;2.367;1.274;3.64;1368
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Q7;1.869;6.543;8.412;1534
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y9;2.258;7.101;9.358;2858
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Q6;2.483;2.632;5.115;1089
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y8;2.21;6.879;9.088;2698
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y1;1.982;6.033;8.015;5327
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y0;2.258;5.795;8.053;5199
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y3;2.123;7.34;9.463;3125
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y2;2.113;6.25;8.362;4403
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;H7;1.706;5.86;7.566;628
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y5;2.29;6.686;8.976;4493
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y4;2.125;7.13;9.255;4635
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y7;2.266;6.907;9.172;3118
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;Y6;2.848;2.155;5.002;3977
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P8;1.731;6.399;8.129;1037
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P7;1.782;5.953;7.735;2799
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;H0;1.915;3.557;5.472;4977
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P9;1.745;6.693;8.438;594
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;H2;1.865;4.082;5.948;4017
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;H1;1.936;3.422;5.358;7940
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;H4;1.827;4.155;5.982;6017
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;H3;1.784;4.307;6.092;4070
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;H6;1.797;4.369;6.166;2312
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P0;2.167;2.466;4.633;3289
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;H5;1.749;4.917;6.666;2035
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P2;1.87;5.53;7.401;3067
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P1;2.08;3.559;5.639;3300
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P4;1.838;5.739;7.577;1282
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P3;1.948;4.428;6.376;2449
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P6;1.794;5.741;7.534;3747
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;P5;1.775;6.267;8.042;2394
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;X0;3.102;-1.771;1.331;4831
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;X2;2.815;2.657;5.472;2298
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;G7;1.804;5.313;7.117;480
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;X1;2.985;2.235;5.22;4603
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;G6;1.796;5.05;6.846;453
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;X3;2.246;4.977;7.223;2640
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O7;2.381;2.082;4.463;5706
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O6;1.775;6.023;7.798;7252
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O9;1.764;6.288;8.052;6512
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;O8;1.896;5.435;7.33;5821
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;G1;1.788;4.679;6.466;346
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;G0;1.847;4.161;6.008;762
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;G3;1.806;4.657;6.463;228
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;G2;1.8;4.41;6.21;1033
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;G5;1.81;5.345;7.156;242
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;S3;1.785;7.133;8.918;1523
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;G4;1.81;4.795;6.605;300
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;S2;1.817;6.413;8.23;2029
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;S5;1.775;8.269;10.044;370
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;S4;1.82;7.489;9.309;1554
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;S6;1.923;7.383;9.306;200
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;S9;2.15;3.563;5.714;74
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;K1;1.777;3.3;5.077;11062
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;K0;2.139;2.152;4.291;7272
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;S1;1.711;7.039;8.75;2790
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;S0;1.676;6.756;8.432;1911
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;J9;1.691;6.181;7.872;1522
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;B2;1.975;2.488;4.463;1439
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;B1;1.94;1.947;3.887;1321
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;B4;1.971;2.687;4.659;1652
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;B3;1.939;2.991;4.93;945
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;B6;2.029;2.388;4.417;90
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;B5;1.976;2.93;4.906;1446
tasAdjust_FR_rcp85_HadGEM2-ES_ALADIN63_ADAMONT_seasmean_1950-2099_DJF.nc;J2;1.503;6.718;8.221;1956
