GCM-RCM;ZH;deltaDegre;ref;fut;surface
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;M1;2.914;4.469;7.382;8294
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;M0;2.855;4.69;7.545;7963
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;M3;2.787;4.918;7.705;5838
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;M2;2.821;5.744;8.565;21
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;U4;3.127;3.108;6.235;4014
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;U1;3.059;2.482;5.541;5793
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;U0;3.099;2.249;5.348;6186
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;U3;2.954;3.028;5.982;5720
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;U2;3.244;1.533;4.777;7728
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L4;2.996;4.081;7.077;3885
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L3;2.959;5.129;8.089;818
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L6;2.913;4.94;7.852;1772
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L5;2.955;4.671;7.627;3913
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L8;2.91;5.216;8.125;3667
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L7;2.903;5.153;8.056;1312
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;D0;2.931;3.16;6.092;1133
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L9;2.849;5.37;8.219;1484
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L0;3.041;4.052;7.092;4402
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L2;2.989;4.989;7.978;3218
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;L1;2.947;5.006;7.953;1841
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;K3;3.111;3.101;6.212;5605
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;K2;3.507;1.601;5.108;8745
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;K5;2.98;3.779;6.759;6822
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;K4;2.988;4.206;7.195;10008
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;K7;2.914;4.65;7.563;3446
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;K6;2.966;4.32;7.286;7121
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O1;3.222;3.77;6.992;4132
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O0;3.262;2.772;6.035;5818
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O3;3.143;3.296;6.439;5301
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O2;3.065;5.663;8.728;5193
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O5;3.112;4.381;7.493;5961
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O4;3.104;4.753;7.857;4491
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;F6;2.925;3.648;6.573;7321
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;W1;3.251;-2.332;0.919;3064
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;F5;2.992;2.677;5.669;5515
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;W0;3.259;-2.956;0.303;2711
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;W3;3.334;1.936;5.27;2497
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;W2;3.447;-1.915;1.533;3619
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;F7;2.889;4.864;7.753;1105
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;N6;2.826;5.989;8.815;771
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;N5;2.859;5.602;8.461;404
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;N8;2.789;6.294;9.083;1301
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;N7;2.801;5.736;8.537;590
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;F0;3.007;3.117;6.124;3972
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;F2;2.876;3.882;6.758;1712
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;F1;2.968;3.235;6.202;4595
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;F4;2.94;4.051;6.991;9621
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;F3;2.985;3.422;6.407;10836
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;N0;2.612;6.667;9.279;1075
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;N2;2.712;6.411;9.124;619
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;N1;2.675;6.303;8.978;753
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;N4;2.902;5.511;8.413;1216
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;N3;2.787;5.888;8.674;1973
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;V6;3.177;4.174;7.351;2137
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;V5;3.136;4.055;7.191;5731
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;V7;2.933;6.167;9.099;3702
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;E5;2.879;4.176;7.055;3202
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;V0;3.517;-0.656;2.862;3445
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;E4;2.803;4.702;7.505;2241
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;V2;3.451;0.975;4.427;3760
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;E6;2.965;3.918;6.883;6568
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;V1;3.424;1.3;4.724;5949
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;V4;3.258;2.894;6.152;4936
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;V3;3.102;2.92;6.022;5191
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;M5;2.79;5.5;8.29;1856
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;M4;2.802;5.632;8.433;233
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;M7;2.811;5.475;8.286;2356
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;M6;2.754;5.707;8.461;2540
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;M8;2.681;6.204;8.884;2581
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;E1;2.967;3.706;6.673;2658
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;E3;2.914;4.239;7.153;2825
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q1;3.104;6.253;9.357;1586
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;E2;2.962;4.048;7.01;1210
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q0;3.102;4.98;8.082;2461
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q3;3.063;6.719;9.783;2194
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q2;3.153;5.955;9.108;3146
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q5;3.043;6.535;9.578;1425
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q4;3.293;0.69;3.983;1368
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q7;3.091;6.089;9.18;1534
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y9;2.618;6.819;9.438;2858
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q6;3.427;2.036;5.462;1089
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y8;2.482;6.589;9.072;2698
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y1;3.051;5.567;8.618;5327
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y0;3.219;5.273;8.493;5199
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y3;2.97;6.945;9.915;3125
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y2;2.986;5.826;8.812;4403
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;H7;2.6;5.701;8.3;628
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y5;2.805;6.343;9.148;4493
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y4;2.8;6.728;9.527;4635
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y7;2.558;6.622;9.18;3118
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Y6;3.319;1.756;5.075;3977
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P8;2.95;6.034;8.984;1037
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P7;3.003;5.541;8.544;2799
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;H0;2.955;3.511;6.466;4977
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P9;2.943;6.32;9.264;594
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;H2;2.948;4.015;6.963;4017
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;H1;2.973;3.371;6.344;7940
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;H4;2.923;4.038;6.961;6017
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;H3;2.848;4.209;7.058;4070
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;H6;2.864;4.218;7.082;2312
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P0;3.368;1.801;5.169;3289
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;H5;2.764;4.772;7.536;2035
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P2;3.034;5.059;8.093;3067
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P1;3.222;2.984;6.206;3300
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P4;3.029;5.3;8.329;1282
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P3;3.073;3.926;6.999;2449
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P6;2.997;5.306;8.303;3747
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;P5;3.008;5.868;8.875;2394
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;X0;3.42;-2.235;1.185;4831
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;X2;3.325;2.253;5.578;2298
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;G7;2.71;5.156;7.866;480
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;X1;3.584;1.789;5.373;4603
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;G6;2.744;4.898;7.642;453
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;X3;3.008;4.583;7.591;2640
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O7;3.633;1.389;5.022;5706
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O6;3.039;5.578;8.617;7252
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O9;3.028;5.889;8.917;6512
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;O8;3.063;4.954;8.017;5821
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;G1;2.815;4.545;7.36;346
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;G0;2.903;4.041;6.944;762
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;G3;2.845;4.532;7.377;228
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;G2;2.84;4.29;7.13;1033
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;G5;2.777;5.208;7.985;242
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;S3;3.063;6.743;9.806;1523
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;G4;2.827;4.659;7.486;300
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;S2;3.163;5.995;9.158;2029
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;S5;2.994;7.858;10.852;370
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;S4;3.075;7.113;10.188;1554
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;S6;3.228;6.912;10.14;200
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;S9;3.516;2.916;6.432;74
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;K1;2.971;3.075;6.046;11062
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;K0;3.459;1.649;5.108;7272
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;S1;2.936;6.695;9.631;2790
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;S0;2.86;6.443;9.303;1911
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J9;2.709;6.032;8.742;1522
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;B2;3.033;2.434;5.468;1439
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;B1;2.975;1.914;4.889;1321
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;B4;2.971;2.632;5.602;1652
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;B3;2.928;2.928;5.857;945
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;B6;3.01;2.299;5.309;90
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;B5;2.94;2.878;5.819;1446
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J2;2.523;6.514;9.037;1956
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;B7;3.002;2.426;5.429;470
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J1;2.678;6.047;8.725;2960
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J4;2.53;6.601;9.131;2856
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J3;2.503;6.675;9.179;4241
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J6;2.647;6.469;9.116;1618
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J5;2.64;5.846;8.486;2612
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J8;2.687;5.702;8.389;3605
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;R2;2.963;5.504;8.467;1191
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J7;2.74;5.553;8.293;5707
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;B0;2.955;1.856;4.811;447
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;R1;2.987;5.163;8.15;1460
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;R4;2.963;5.875;8.838;881
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;R3;2.938;5.841;8.779;1497
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;R6;2.879;5.742;8.621;1327
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;R5;2.924;6.051;8.975;1378
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;R8;2.634;6.764;9.398;55
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;J0;2.7;5.765;8.465;2767
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;R7;2.859;6.259;9.118;772
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A9;3.002;2.304;5.306;3836
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A8;2.994;2.657;5.652;2079
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;R0;2.945;5.144;8.089;1348
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I9;2.696;5.062;7.758;1107
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Z4;2.353;7.77;10.123;3
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A1;3.53;1.802;5.332;1808
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I8;2.712;4.987;7.698;477
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A0;3.245;2.593;5.838;895
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Z6;2.718;6.835;9.553;175
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A3;3.194;2.494;5.688;2549
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Z5;2.543;7.232;9.775;254
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Z8;2.654;8.803;11.457;27
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A2;3.489;2.118;5.607;2953
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A5;3.058;2.231;5.289;1930
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A4;3.422;1.339;4.761;1784
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q9;3.148;6.187;9.336;1028
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A7;3.007;2.607;5.614;2670
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;A6;3.158;1.997;5.155;3092
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;Q8;3.016;7.215;10.231;1083
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I1;2.747;5.076;7.824;1809
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I0;2.781;4.579;7.359;1308
