ZH,Variable,Saison,NivRechauf,GCM,RCM,delta,surface
P3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.239507741127415,2448.69
P6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.267238505164756,3746.82
P5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.307966129361691,2393.78
X0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.102922444239705,4831.02
X2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.153527078362314,2297.71
G7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.163712882842949,479.97
X1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.148179180282292,4602.76
G6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.141560640864286,456.42
X3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.217874482508148,2639.98
O7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.212651110839454,5705.78
O6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.284671518539571,7251.55
O9,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.31692129472201,6511.54
O8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.271138480851063,5820.81
G1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0927131999256345,345.94
G0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0969122320033239,765.17
G3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.11872510167957,228.18
G2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0943342266455927,1034.43
G5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.134468071321837,246.4
S3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.276121270397201,1529.96
G4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.127008771534616,300.06
S2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.310258514888228,2028.55
S5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.204996301252201,369.87
S4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.285033426862187,1556.7
S6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.176613420279126,276.97
S9,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.210158808853226,73.83
K1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.176661903253112,11061.51
K0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.164465989063582,7272.23
S1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.294767864936232,2790.41
S0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.312169523735547,1910.73
J9,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.321859403451284,1525.76
B2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.139339069034424,1438.55
B1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.126504423996836,1321.05
B4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.106781940622249,1652.17
B3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0806540097058679,945.43
B6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.18388002142886,89.89
B5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.162029456214837,1446.48
J2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.317561636785849,1956.41
B7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.170355777607607,470.24
J1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.357786547538002,2963.99
J4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.3891649666649,2858.66
J3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.338780596340508,4248.04
J6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.348151372957879,1618.75
J5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.378018105986469,2612.19
J8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.369362289760561,3604.79
R2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.315379204932822,1191.39
J7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.322227235646031,5706.93
B0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.132196862171892,446.6
R1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.267278703726211,1460.15
R4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.309786252313218,880.76
R3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.315392214041886,1496.84
R6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.32909140532285,1327.03
R5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.31025536064804,1377.87
R8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.381792851243703,54.96
J0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.338903336972782,2770.78
R7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.337277900072652,771.57
A9,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0824252802993881,3836.21
A8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.125874609453464,2078.69
R0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.30890705175719,1347.63
I9,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.305346122223933,1107.13
Z4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.284323185682297,19.33
A1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0570226743120388,1807.57
I8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.293418795429276,476.91
A0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0110349429771411,894.59
Z6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.373966851094709,177.96
A3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0463849196792889,2548.93
Z5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.329880217322873,261.57
Z8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.453911399281335,29.09
A2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0260440790773135,2952.76
A5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0975622028162786,1929.62
A4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.126515095889528,1783.78
Q9,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.192993394527338,1028.41
A7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.116769664241917,2670.23
A6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0819229381613451,3091.91
Q8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.24277203424339,1082.74
I1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.204998653786748,1809.45
I0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.191812403597754,1308.03
I3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.284782651259615,543.24
I2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.229141377631825,2970.59
I5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.270760658987921,1468.12
I4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.287432137505741,2069.33
I7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.294145395525985,1113.63
I6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.253770191514812,1261.29
M1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.305212356943754,8294.27
M0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.315288261547973,7963.25
M3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.300210790543241,5837.92
M2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.224299645893307,20.6
U4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.333083115457822,4014.05
U1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.294174876043686,5793
U0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.292683597147187,6186.06
U3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.278718993036597,5720.16
U2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.326447420626857,7728.47
L4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.274742402941834,3884.86
L3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.245356174633817,818.31
L6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.25551515544798,1772
L5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.281873094785457,3912.9
L8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.232136885842127,3666.97
L7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.277962853387617,1311.67
D0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.272684354795214,1133.29
L9,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.240880779837129,1483.68
L0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.272126582580002,4402.03
L2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.265416680637131,3217.75
L1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.287546103115015,1840.6
K3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.263006677236458,5604.72
K2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.289777555946923,8744.54
K5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.261155447397597,6822.06
K4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.273330582910205,10007.58
K7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.277007203041312,3446.26
K6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.252083068993372,7121.46
O1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.365456750598791,4131.8
O0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.343367128499586,5818.12
O3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.46472489798009,5301.03
O2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.380921609328788,5193.2
O5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.454582203220944,5960.67
O4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.475221900987465,4490.53
F6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.245812699914888,7320.53
W1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.308327092959873,3063.94
F5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.285310959510937,5514.57
W0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.305839377507701,2711.46
W3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.406033890474793,2497.41
W2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.364270772255361,3619.5
F7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.285460803775595,1105.04
N6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.288437337064028,770.63
N5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.283722132479871,403.72
N8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.326627315937985,1300.74
N7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.288679148388392,590.11
F0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.277876144861662,3971.64
F2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.243981286408646,1712.15
F1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.283642156445145,4595.06
F4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.29879015014868,9621.44
F3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.2838700922614,10835.87
N0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.451192438105196,1074.69
N2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.371290396696472,619.39
N1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.416505232090172,752.6
N4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.285852072565647,1215.52
N3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.312099887235432,1973.03
V6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.423705713475809,2136.99
V5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.385176982217643,5731.3
V7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.427855240500562,3702.39
E5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.277405549116345,3208.7
V0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.343132952807816,3444.74
E4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.307807345487419,2242
V2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.389841621876369,3759.62
E6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.276939982779266,6568.99
V1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.382523065233427,5949.32
V4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.409667312183222,4936.32
V3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.353290991499991,5190.89
M5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.188992546814341,1855.87
M4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.198260810037168,233.31
M7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.260134884180698,2355.95
M6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.265756338501374,2539.61
M8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.411922419759053,2581.19
E1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.287476854764463,2658.4
E3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.29642999327307,2825.43
Q1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.338681816102269,1585.53
E2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.271911594474515,1209.69
Q0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.299269290580957,2461.06
Q3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.337042572836549,2194.24
Q2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.320066736011313,3146.1
Q5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.352506742055406,1425.1
Q4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.29254782130371,1368.2
Q7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.344811922794911,1534.31
Y9,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.398438793164499,2891.97
Q6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.361861040563487,1089.34
Y8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.38890306495641,2698.61
Y1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.445429264952022,5326.53
Y0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.419008419717776,5199.28
Y3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.431926743628489,3125.25
Y2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.49656145856698,4403.45
H7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.301102456516951,628.02
Y5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.495752754490323,4495.86
Y4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.524548941124995,4636.41
Y7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.451181700520458,3133.22
Y6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.294755848909847,3977.39
P8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.230411574967773,1037.04
P7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.286891321748188,2798.82
H0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.245832742766973,4977.37
P9,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.274816616313296,594.17
H2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.284851045163743,4017.04
H1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.262117475154265,7940.09
H4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.353305882602061,6017.36
H3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.338732659840881,4070.19
H6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.346599080636346,2312.37
P0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.298444527671798,3288.88
H5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.340258233244346,2035.43
P2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.335135480706579,3067.22
P1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.347314636467331,3300.37
P4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.304757273100312,1281.93
P3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.299880351974268,2448.69
P6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.298744797041207,3746.82
P5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.281994217771545,2393.78
X0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.297469750035104,4831.02
X2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.351636284530065,2297.71
G7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.298768741947595,479.97
X1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.397622958775275,4602.76
G6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.309144667744969,456.42
X3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.476222079526851,2639.98
O7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.399831203739997,5705.78
O6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.299348367129566,7251.55
O9,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.280756085580859,6511.54
O8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.365073512675611,5820.81
G1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.279760941649192,345.94
G0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.280141566382754,765.17
G3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.30430986682298,228.18
G2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.288409434063339,1034.43
G5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.301010533244088,246.4
S3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.313951298384507,1529.96
G4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.305914238208362,300.06
S2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.303787044646335,2028.55
S5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.276551105159012,369.87
S4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.344997379148197,1556.7
S6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.234248151453794,276.97
S9,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.346814710052234,73.83
K1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.30235085414975,11061.51
K0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.291060644678873,7272.23
S1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.295996319864354,2790.41
S0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.319060569451057,1910.73
J9,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.400183082208474,1525.76
B2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.267549972850489,1438.55
B1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.249457409067992,1321.05
B4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.326412391556692,1652.17
B3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.314529727216529,945.43
B6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.258718840047764,89.89
B5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.260046946353441,1446.48
J2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.408775865476915,1956.41
B7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.239067257170445,470.24
J1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.352826395780872,2963.99
J4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.450191855148717,2858.66
J3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.428043690567921,4248.04
J6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.452964605090438,1618.75
J5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.403099702945947,2612.19
J8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.388439510708286,3604.79
R2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.275475198272211,1191.39
J7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.296924369998893,5706.93
B0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.248881952848631,446.6
R1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.289188964050665,1460.15
R4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.233213042562015,880.76
R3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.248095541990969,1496.84
R6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.303312011346817,1327.03
R5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.264082400364415,1377.87
R8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.36712714133419,54.96
J0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.32039329643073,2770.78
R7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.328864520913614,771.57
A9,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.28906411074969,3836.21
A8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.315318483488068,2078.69
R0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.297876428748611,1347.63
I9,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.342935744444308,1107.13
Z4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.426984876394272,19.33
A1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.246746691120567,1807.57
I8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.357004193042655,476.91
A0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.242094724065995,894.59
Z6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.350394866101887,177.96
A3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.202758857482516,2548.93
Z5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.427746830634366,261.57
Z8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.626818833786983,29.09
A2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.197449052218783,2952.76
A5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.270533826142613,1929.62
A4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.285338347444323,1783.78
Q9,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.287949607761536,1028.41
A7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.292954594840947,2670.23
A6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.274811933105525,3091.91
Q8,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.321301289958313,1082.74
I1,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.357978876753505,1809.45
I0,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.34463999147252,1308.03
I3,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.333636191089062,543.24
I2,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.346172113773563,2970.59
I5,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.262741204078666,1468.12
I4,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.310212821689356,2069.33
I7,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.33181626153351,1113.63
I6,RR,seas-JJA,GWL-30,EC-EARTH,SMHI-RCA4,-0.257903125291499,1261.29
M1,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,-0.00555621771190444,8294.27
M0,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,-0.0113416289038788,7963.25
M3,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,0.0111447981364437,5837.92
M2,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,0.129340715375738,20.6
U4,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,0.034465130864474,4014.05
U1,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,-0.011452937942146,5793
U0,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,-0.00174769009859355,6186.06
U3,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,0.0365026856895065,5720.16
U2,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,0.0414842121853039,7728.47
L4,RR,seas-JJA,GWL-30,HadGEM2-ES,ALADIN63,0.0480628013712185,3884.86
