GCM-RCM;ZH;delta%;ref;fut;surface
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B6;-25.9;248.357;184.104;90
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B5;-26;231.595;171.419;1446
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J2;-41;144.281;85.122;1956
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B7;-23.9;243.907;185.513;470
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J1;-35.4;133.558;86.257;2960
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J4;-44.9;159.568;87.976;2856
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J3;-42.7;157.41;90.238;4241
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J6;-45.2;139.094;76.209;1618
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J5;-40.4;151.362;90.241;2612
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J8;-38.9;134.337;82.115;3605
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R2;-27.5;157.065;113.834;1191
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J7;-29.6;133.332;93.9;5707
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B0;-24.9;210.499;158.116;447
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R1;-28.9;180.992;128.755;1460
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R4;-23.3;153.501;117.771;881
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R3;-24.8;148.751;111.928;1497
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R6;-30.3;143.585;100.061;1327
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R5;-26.3;152.145;112.094;1378
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R8;-36.7;118.211;74.812;55
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J0;-32;146.617;99.74;2767
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R7;-32.8;140.885;94.669;772
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A9;-28.8;208.696;148.678;3836
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A8;-31.6;194.771;133.244;2079
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R0;-29.7;160.294;112.654;1348
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I9;-34.3;178.383;117.177;1107
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Z4;-42.7;133.617;76.565;3
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A1;-24.5;242.114;182.678;1808
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I8;-35.7;187.332;120.399;477
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A0;-24.3;208.858;158.172;895
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Z6;-35;119.4;77.562;175
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A3;-20.3;205.347;163.563;2549
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Z5;-42.6;113.787;65.289;254
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Z8;-62;70.605;26.812;27
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A2;-19.5;233.662;188.134;2953
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A5;-27.1;211.794;154.386;1930
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A4;-28.5;295.557;211.387;1784
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Q9;-28.8;275.727;196.397;1028
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A7;-29.3;195.8;138.44;2670
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A6;-26.9;250.435;183.034;3092
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Q8;-32.2;236.808;160.637;1083
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I1;-35.8;156.954;100.751;1809
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I0;-34.5;173.472;113.651;1308
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I3;-33.4;157.413;104.906;543
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I2;-34.6;163.032;106.662;2971
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I5;-26.3;164.563;121.282;1468
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I4;-31.1;170.688;117.543;2063
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I7;-33.2;180.975;120.806;1112
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I6;-25.9;149.013;110.476;1255
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M1;54.1;174.276;268.546;8294
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M0;48.5;207.952;308.711;7963
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M3;47.1;230.887;339.565;5838
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M2;54.8;182.076;281.922;21
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U4;55.4;202.775;315.2;4014
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U1;51.4;248.495;376.297;5793
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U0;55.4;267.437;415.663;6186
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U3;49.6;226.95;339.601;5720
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U2;49;332.097;494.674;7728
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L4;38.1;230.56;318.394;3885
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L3;47.3;171.01;251.965;818
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L6;44.8;185.942;269.306;1772
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L5;38.1;234.242;323.395;3913
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L8;53.4;188.619;289.424;3667
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L7;53;168.749;258.11;1312
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;D0;53.2;226.253;346.637;1133
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L9;54.4;175.791;271.427;1484
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L0;32.6;300.663;398.769;4402
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L2;44.5;209.145;302.299;3218
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L1;42;216.922;308.016;1841
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K3;48.9;185.901;276.845;5605
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K2;57.3;193.414;304.318;8745
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K5;46.1;191.714;280.157;6822
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K4;56.6;182.465;285.777;10008
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K7;46.1;189.731;277.197;3446
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K6;48.2;188.225;278.906;7121
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O1;12.6;266.174;299.726;4132
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O0;18;308.771;364.397;5818
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O3;35.6;249.635;338.447;5301
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O2;16;178.62;207.158;5193
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O5;26.6;229.664;290.869;5961
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O4;18;263.222;310.528;4491
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F6;62.1;186.826;302.793;7321
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;W1;49.4;331.777;495.617;3064
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F5;53.4;271.746;416.823;5515
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;W0;50.6;396.191;596.731;2711
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;W3;42.6;246.233;351.039;2497
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;W2;43.9;316.875;456.078;3619
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F7;60.3;160.485;257.331;1105
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N6;39.4;226.39;315.694;771
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N5;34.4;245.527;329.956;404
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N8;37.4;221.213;303.961;1301
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N7;34.2;247.41;332.091;590
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F0;57.8;214.115;337.844;3972
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F2;66;180.727;300.057;1712
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F1;59.5;208.652;332.785;4595
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F4;66.6;171.646;285.898;9621
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F3;59.2;220.742;351.53;10836
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N0;38.7;225.642;312.878;1075
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N2;33.1;233.69;311.056;619
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N1;36.4;234.777;320.217;753
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N4;35.8;240.253;326.328;1216
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N3;36.4;244.462;333.522;1973
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V6;34.5;170.273;229.002;2137
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V5;37.7;224.403;309.056;5731
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V7;27.6;192.874;246.155;3702
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E5;34.3;251.853;338.153;3202
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V0;60.1;412.872;660.942;3445
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E4;42.7;203.234;290.042;2241
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V2;45.9;425.514;620.944;3760
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E6;49.7;190.494;285.143;6568
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V1;45.9;345.202;503.589;5949
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V4;39.9;203.225;284.215;4936
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V3;55.8;178.687;278.383;5191
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M5;55.5;185.061;287.759;1856
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M4;55;181.52;281.301;233
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M7;42.5;242.117;345.039;2356
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M6;48.6;224.564;333.771;2540
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M8;40.4;233.315;327.507;2581
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E1;49.8;183.88;275.528;2658
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E3;39.4;193.392;269.638;2825
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q1;11.9;282.65;316.36;1586
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E2;38.8;194.002;269.342;1210
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q0;14.7;288.967;331.559;2461
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q3;11.6;319.253;356.304;2194
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q2;17.7;260.335;306.414;3146
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q5;6.9;346.939;371.024;1425
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q4;12.4;392.935;441.636;1368
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q7;12.4;446.007;501.17;1534
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y9;5.2;282.667;297.488;2858
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q6;14.8;578.714;664.306;1089
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y8;-17.6;320.017;263.593;2698
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y1;16.8;237.4;277.215;5327
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y0;16.9;203.752;238.247;5199
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y3;21;179.785;217.478;3125
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y2;31.9;269.885;355.897;4403
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;H7;39.5;222.574;310.451;628
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y5;5;210.094;220.595;4493
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y4;5.1;161.383;169.69;4635
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y7;1;255.362;258.04;3118
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y6;3.1;222.775;229.756;3977
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P8;35.5;234.048;317.19;1037
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P7;38.2;248.769;343.806;2799
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;H0;52.8;211.814;323.744;4977
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P9;36.9;216.975;297.034;594
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;H2;58.5;187.24;296.716;4017
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;H1;60;217.542;348.104;7940
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;H4;60.8;169.769;273.016;6017
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;H3;52;201.912;306.865;4070
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;H6;49.9;211.875;317.602;2312
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P0;36.6;311.135;424.967;3289
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;H5;40.9;252.249;355.507;2035
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P2;30.9;247.51;324.01;3067
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P1;30.9;356.446;466.432;3300
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P4;36.7;242.764;331.975;1282
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P3;30.5;331.276;432.156;2449
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P6;36.4;260.387;355.095;3747
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P5;37.9;215.941;297.725;2394
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;X0;23.5;205.004;253.16;4831
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;X2;8.7;188.9;205.271;2298
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;G7;36.9;256.803;351.687;480
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;X1;20.7;196.228;236.805;4603
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;G6;39.8;263.711;368.738;453
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;X3;19.6;162.965;194.966;2640
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O7;41.5;255.128;361.023;5706
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O6;21;197.162;238.571;7252
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O9;31.8;219.993;289.911;6512
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O8;31.5;241.379;317.426;5821
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;G1;41.2;253.417;357.943;346
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;G0;44.7;245.273;355.016;762
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;G3;44.6;261.852;378.724;228
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;G2;44;265.422;382.322;1033
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;G5;42.6;232.154;331.047;242
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;S3;20.9;271.935;328.832;1523
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;G4;44.6;256.05;370.165;300
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;S2;24.3;278.53;346.27;2029
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;S5;5.2;412.988;434.506;370
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;S4;11.7;326.753;365.025;1554
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;S6;7.6;447.162;480.961;200
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;S9;19.5;632.394;755.938;74
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K1;52.4;218.492;333.036;11062
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K0;55.6;176.226;274.193;7272
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;S1;31.2;252.968;331.902;2790
