"GWL","EXP","GCM","RCM","BC","SH","deltaRR_DJF","deltaRR_JJA","deltaTMm_DJF","deltaTMm_JJA"
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","M1",11.5,0.3,1.53,1.694
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","M0",11.7,5.8,1.497,1.66
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","M3",11.6,-6.6,1.428,1.649
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","M2",12.4,-16.9,1.463,1.724
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","U4",22.1,-1.4,1.829,1.79
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","U1",19.5,1.4,1.772,1.73
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","U0",21,0,1.803,1.762
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","U3",21.8,-1.3,1.722,1.719
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","U2",17.8,4.2,1.893,1.741
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L4",11.7,-9.2,1.623,1.729
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L3",14.8,-9,1.556,1.687
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L6",12.5,-6,1.529,1.666
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L5",12.4,-3.1,1.596,1.65
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L8",14.8,-9.7,1.52,1.723
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L7",14,-10.2,1.514,1.678
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","D0",16.3,12.3,1.613,1.656
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L9",14.4,-11.4,1.493,1.704
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L0",13,-7.8,1.676,1.648
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L2",15.9,-1.4,1.592,1.659
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","L1",13.9,2.7,1.589,1.627
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","K3",12,-5,1.735,1.776
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","K2",7.1,3.1,2.029,1.739
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","K5",12.6,-8.8,1.609,1.818
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","K4",11.6,-7.2,1.589,1.795
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","K7",11.2,-9.8,1.527,1.696
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","K6",11.1,-9.6,1.564,1.759
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O1",0,-3.4,1.768,1.693
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O0",3.6,-5.8,1.769,1.733
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O3",7.3,-4,1.761,1.836
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O2",5.8,-12.7,1.768,1.661
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O5",2.4,-4.5,1.739,1.744
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O4",1.7,-6.5,1.723,1.699
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","F6",14.2,3.6,1.617,1.666
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","W1",10.4,5.5,1.86,2.084
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","F5",13.5,-0.3,1.676,1.781
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","W0",2.2,8,1.841,2.105
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","W3",24.6,1.6,1.959,1.814
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","W2",12.9,2.4,1.938,2.042
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","F7",12.1,1.4,1.552,1.675
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","N6",15.7,-10.8,1.504,1.577
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","N5",15.3,-9.7,1.497,1.587
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","N8",16.4,-14.7,1.463,1.56
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","N7",14.6,-12.9,1.456,1.59
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","F0",12.5,4.4,1.672,1.753
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","F2",8.9,1.7,1.596,1.729
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","F1",12.3,2.9,1.663,1.719
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","F4",10,-2,1.589,1.786
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","F3",11.8,2,1.645,1.81
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","N0",12.5,-18,1.263,1.566
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","N2",15.1,-16.2,1.381,1.603
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","N1",13.8,-16.7,1.348,1.626
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","N4",16.2,-5.1,1.528,1.605
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","N3",15.3,-14.4,1.434,1.621
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","V6",39.8,-21.5,1.855,1.805
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","V5",33.5,-4.2,1.827,1.939
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","V7",32.5,-13.3,1.683,1.891
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","E5",11.8,8.6,1.553,1.434
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","V0",11.2,1.2,1.981,1.973
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","E4",9.9,4.8,1.517,1.415
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","V2",23.9,3,2.029,1.761
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","E6",13.3,10.5,1.619,1.536
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","V1",25,-3.1,2.066,1.833
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","V4",31,-1.9,1.901,1.905
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","V3",28.3,6.3,1.814,1.865
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","M5",12.4,-19.5,1.448,1.765
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","M4",11.8,-19.5,1.459,1.726
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","M7",13.3,-15.5,1.446,1.676
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","M6",11.8,-18.6,1.389,1.733
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","M8",12.7,-17.6,1.298,1.642
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","E1",13.9,13.8,1.625,1.599
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","E3",9.3,9,1.593,1.526
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q1",13.6,-25.6,1.778,1.782
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","E2",10.8,10.4,1.616,1.584
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q0",9.1,-17,1.735,1.707
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q3",18.8,-27.7,1.756,1.718
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q2",14.5,-24.8,1.833,1.81
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q5",13.4,-23.8,1.696,1.64
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q4",3.9,-9.7,1.729,2.117
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q7",11.2,-22.4,1.719,1.579
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y9",-0.6,7.3,1.621,1.777
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q6",5.9,-14.4,1.785,1.841
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y8",12.2,-9.3,1.493,1.836
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y1",-2.1,-8,1.71,1.793
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y0",1.2,-4.8,1.772,1.877
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y3",24.2,-11.2,1.724,1.868
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y2",8.6,-11.2,1.687,1.923
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","H7",13.5,3.7,1.353,1.375
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y5",33.2,-21.6,1.652,1.882
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y4",36.6,-28.1,1.592,1.8
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y7",9.1,7.3,1.562,1.693
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Y6",25.2,-8.1,1.898,1.974
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P8",16.7,-14.7,1.665,1.679
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P7",12.6,-9.1,1.662,1.665
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","H0",18.6,12.8,1.641,1.595
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P9",16,-15.8,1.662,1.649
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","H2",14.9,6.2,1.618,1.62
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","H1",16.4,4.6,1.659,1.65
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","H4",5.4,8.9,1.555,1.66
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","H3",8.8,10.4,1.542,1.572
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","H6",4.7,16.9,1.513,1.529
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P0",11.5,-6.7,1.895,1.712
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","H5",10.1,8.9,1.469,1.43
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P2",8.1,-12,1.71,1.764
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P1",11.5,-7.3,1.806,1.701
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P4",9.4,-15.4,1.688,1.78
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P3",12.3,-10.7,1.706,1.723
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P6",11.1,-10.9,1.657,1.697
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","P5",9.9,-18.8,1.711,1.689
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","X0",16.6,-3.1,1.979,2.086
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","X2",24.6,-13.2,1.973,1.963
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","G7",15.2,1.5,1.402,1.328
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","X1",28,-12.5,2.128,1.884
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","G6",14.1,4,1.432,1.335
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","X3",38.7,-24,1.738,1.858
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O7",7.7,3.3,2.062,1.803
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O6",8.7,-20.7,1.787,1.698
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O9",10.8,-20.6,1.738,1.702
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","O8",5.5,-10.8,1.733,1.738
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","G1",12.1,9.7,1.512,1.329
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","G0",11.6,9.9,1.572,1.428
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","G3",12.4,7.5,1.509,1.327
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","G2",11.4,10.2,1.527,1.354
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","G5",13.5,5.8,1.444,1.265
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","S3",15.4,-15.4,1.734,1.577
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","G4",13.4,6.9,1.489,1.314
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","S2",12.9,-18.7,1.798,1.725
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","S5",12.7,-27.1,1.703,1.38
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","S4",20.7,-23.9,1.758,1.592
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","S6",11.6,-24.4,1.82,1.403
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","S9",8.9,-17,1.964,1.569
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","K1",18.2,-5.5,1.678,1.797
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","K0",12.1,3.2,2.026,1.785
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","S1",19.6,-14.3,1.579,1.564
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","S0",19.3,-14.5,1.557,1.574
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J9",13.2,-16.1,1.297,1.669
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","B2",17.1,-0.4,1.709,1.866
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","B1",18.2,-2,1.679,1.839
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","B4",24.1,6.4,1.677,1.796
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","B3",19.4,1.9,1.652,1.769
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","B6",24.1,8.6,1.712,1.691
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","B5",21.5,9.1,1.665,1.693
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J2",7.3,-12.6,1.182,1.452
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","B7",22.4,9.6,1.703,1.711
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J1",4.5,-10.4,1.267,1.567
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J4",10.5,-6.4,1.188,1.485
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J3",9.3,-13.2,1.17,1.43
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J6",16.1,-9.7,1.257,1.572
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J5",11.4,-7.4,1.238,1.593
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J8",11.6,-9.1,1.283,1.644
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","R2",13.2,0.4,1.64,1.643
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J7",10.3,-11.5,1.356,1.659
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","B0",16.8,-0.6,1.659,1.783
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","R1",13.1,-0.6,1.661,1.61
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","R4",16.2,-11.9,1.642,1.627
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","R3",13.9,-6.6,1.626,1.604
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","R6",13.1,-5.3,1.56,1.572
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","R5",17.4,-13.6,1.603,1.608
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","R8",15.7,-12.3,1.388,1.437
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","J0",6.4,-4.3,1.325,1.499
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","R7",15.2,-13.3,1.533,1.58
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A9",22.9,1.9,1.735,1.874
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A8",22.8,5.9,1.689,1.826
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","R0",13.7,3.1,1.617,1.642
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I9",8.7,-2.2,1.383,1.45
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Z4",8.4,-11.5,1.084,1.277
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A1",16.5,0,2.088,1.794
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I8",10.3,-3,1.398,1.418
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A0",25,6.4,1.947,1.747
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Z6",16.8,-17.5,1.425,1.495
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A3",21.7,3.5,1.884,1.807
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Z5",15.1,-11.7,1.269,1.441
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Z8",30.5,-23.1,1.549,1.796
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A2",16.3,4,2.08,1.826
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A5",18.9,-2.7,1.731,1.871
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A4",18,-1.2,1.981,1.804
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q9",9.3,-23.9,1.759,1.44
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A7",19.6,1.8,1.706,1.855
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","A6",19.3,-1,1.825,1.827
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","Q8",14.3,-28,1.695,1.542
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I1",6,8.5,1.448,1.477
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I0",6,15.2,1.462,1.484
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I3",8,-3.6,1.405,1.479
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I2",7.5,6.4,1.448,1.532
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I5",9.7,-11.8,1.227,1.315
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I4",9,-4.1,1.349,1.441
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I7",10.3,-5,1.322,1.336
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","I6",9.9,-14.1,1.203,1.289
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","M1",13.3,-6.4,1.133,1.648
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","M0",11.9,-5.8,1.162,1.576
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","M3",12.1,-9.7,1.105,1.478
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","M2",14.3,0.3,1.102,1.528
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","U4",27.3,-5.1,1.198,2.041
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","U1",18.8,1.2,1.138,1.993
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","U0",20.1,2.3,1.183,1.989
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","U3",20.9,-2.3,1.119,1.962
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","U2",17.3,0.7,1.052,2.088
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L4",9.7,-10.3,1.07,1.862
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L3",14.1,-16.2,1.131,1.777
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L6",13,-13,1.117,1.768
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L5",9.6,-15.7,1.071,1.847
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L8",13.2,-7.5,1.105,1.664
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L7",13.7,-12.2,1.118,1.687
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","D0",3.3,-12.2,1.153,1.625
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L9",13.5,-3.1,1.117,1.58
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L0",8.8,-14.9,1.029,1.889
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L2",12.5,-12.7,1.122,1.786
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","L1",9.8,-19.4,1.084,1.822
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","K3",12.9,-0.9,1.109,1.892
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","K2",10.7,-8.2,1.113,1.992
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","K5",12.3,-0.2,1.091,1.842
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","K4",16.1,-5.7,1.137,1.772
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","K7",12.6,-9.8,1.102,1.733
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","K6",13.9,-4.9,1.113,1.735
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","O1",16.9,-10,1.085,1.806
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","O0",19.4,-7.8,1.036,1.787
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","O3",8.2,-12.9,1.065,1.969
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","O2",17.7,-10,1.138,1.658
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","O5",11.3,-17.3,1.084,1.827
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","O4",10.5,-19.1,1.083,1.815
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","F6",11.9,-2.7,1.182,1.736
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","W1",5,7.4,1.175,2.203
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","F5",10.9,1.8,1.18,1.868
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","W0",1.2,14,1.077,2.288
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","W3",20.3,-5.9,1.422,2.05
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","W2",10.1,-1.9,1.343,2.266
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","F7",12.2,-0.4,1.15,1.573
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","N6",14.6,-3.4,1.017,1.609
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","N5",13.2,-6.5,1.024,1.636
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","N8",14,-1.2,0.979,1.53
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","N7",13.4,-4.6,1.005,1.619
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","F0",13.2,2.7,1.138,1.823
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","F2",10.8,-5.4,1.171,1.769
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","F1",11.8,2.8,1.176,1.815
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","F4",14.2,-3.7,1.146,1.736
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","F3",12.2,-0.6,1.123,1.872
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","N0",11.5,-15.4,0.962,1.374
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","N2",10.6,-13.1,0.958,1.498
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","N1",8.9,-15.9,0.97,1.479
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","N4",12.7,-8.4,1.06,1.698
