"GWL","EXP","GCM","RCM","BC","SH","deltaRR_DJF","deltaRR_JJA","deltaTMm_DJF","deltaTMm_JJA"
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","L9",15.4,-2,1.862,1.995
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","L0",19,-8.7,1.545,2.372
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","L2",17.2,1.3,1.674,2.07
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","L1",17.7,0.9,1.626,2.107
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K3",19.5,-3.1,1.816,2.555
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K2",13.2,-3.1,1.761,2.697
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K5",19.4,-4.3,1.767,2.429
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K4",19.8,-0.2,1.89,2.227
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K7",17.5,-3.8,1.768,2.189
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K6",19.7,-0.2,1.808,2.213
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O1",4.3,-5.5,1.544,2.156
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O0",3.2,-4.5,1.58,2.108
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O3",-3.5,-18.6,1.572,2.59
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O2",6.8,-17.9,1.493,1.926
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O5",16.4,-20.2,1.477,2.346
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O4",8.3,-23.4,1.462,2.298
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","F6",28.3,-1,1.966,2.163
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","W1",20.9,-4.9,1.717,2.679
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","F5",33.1,-1.2,1.974,2.447
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","W0",18.6,-5.9,1.576,2.731
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","W3",27.9,-14.1,1.947,2.843
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","W2",20.5,-9.4,1.871,2.826
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","F7",24.4,-4,1.887,2.087
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N6",19.4,2.8,1.569,1.85
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N5",18.9,1.4,1.618,1.923
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N8",17,0.2,1.557,1.728
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N7",17.2,3.6,1.597,1.906
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","F0",31.7,-2.9,1.922,2.431
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","F2",24.2,0.5,1.966,2.199
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","F1",30.6,-2.4,1.962,2.359
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","F4",19.9,-0.1,1.918,2.191
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","F3",27.4,-1.9,1.882,2.439
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N0",10.9,-6.8,1.598,1.551
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N2",13.1,-5.9,1.547,1.665
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N1",14.2,-6.3,1.591,1.701
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N4",19.8,3.9,1.595,1.981
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N3",15.1,-1,1.6,1.85
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V6",3.6,-14.5,1.772,2.424
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V5",-5,-6.9,1.782,2.673
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V7",-20,-19.9,1.721,2.34
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E5",26.4,-0.3,1.901,1.703
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V0",23.9,-7.4,1.893,2.897
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E4",23.3,9.3,1.847,1.575
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V2",35.9,-11.5,1.868,2.917
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E6",25.4,-4.8,1.992,1.888
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V1",34.3,-14.7,2.135,3.002
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V4",9.5,-5.1,1.829,2.76
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V3",28.5,-6.6,1.935,2.846
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M5",12.9,-0.4,1.809,1.965
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M4",13.3,1.5,1.883,1.917
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M7",16.7,-2.2,1.665,1.907
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M6",16.4,-6,1.775,1.878
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M8",14.1,-9.3,1.679,1.73
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E1",26.8,-4.1,1.95,1.966
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E3",23.2,-2.1,1.922,1.822
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q1",4.5,-17.9,1.56,1.84
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E2",24.8,-4.3,1.951,1.93
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q0",2,-12,1.597,1.89
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q3",2.4,-14.8,1.542,1.677
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q2",7.6,-15.4,1.595,1.804
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q5",0.8,-12.8,1.576,1.754
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q4",0.6,1.9,1.605,2.144
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q7",2,-12,1.592,1.733
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y9",-24.4,-8.2,1.676,2.254
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q6",4.6,-2.6,1.494,2
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y8",-5.4,-4.4,1.465,2.393
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y1",-13.6,-18.6,1.539,2.232
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y0",-34.7,-7.7,1.658,2.293
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y3",-34.3,-30.2,1.685,2.243
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y2",-37.1,-24.1,1.61,2.496
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H7",17.1,-14.8,1.761,1.582
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y5",-8.3,-10.1,1.851,2.311
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y4",-14.7,-7.9,1.653,2.232
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y7",-11.7,-10.8,1.646,2.308
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y6",8.9,-6.2,2.145,2.748
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P8",17.3,-8.3,1.546,1.898
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P7",16.4,-8.8,1.514,2.058
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H0",31.1,-5.5,1.968,2.061
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P9",16.8,-9.7,1.559,1.831
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H2",27.8,-6.9,1.964,2.038
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H1",33.5,-0.6,2.001,2.191
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H4",17.3,-3.7,1.921,2.084
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H3",24.3,-9.7,1.928,1.993
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H6",20.2,-14.3,1.904,1.966
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P0",19.7,-5.9,1.614,2.672
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H5",22.7,-16,1.892,1.789
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P2",20,-12.4,1.435,2.251
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P1",21.3,-9.4,1.526,2.561
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P4",17.5,-12.8,1.424,2.206
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P3",20.9,-11.4,1.443,2.476
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P6",16,-11.9,1.464,2.14
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P5",14.6,-11.3,1.499,1.895
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","X0",13.2,0,1.852,2.801
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","X2",3,-5.5,2.07,2.741
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G7",18.8,-13.9,1.807,1.514
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","X1",11.8,-12.4,2.142,2.693
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G6",19.3,-16,1.849,1.573
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","X3",-0.5,-14,1.796,2.393
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O7",15.1,-9,1.661,2.737
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O6",9,-18.2,1.51,1.862
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O9",11.6,-10.5,1.542,1.795
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O8",17.3,-14.7,1.468,2.231
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G1",22.8,-9.3,1.884,1.567
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G0",23.7,-8.1,1.943,1.734
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G3",21.3,-12.9,1.906,1.63
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G2",23.4,-11.8,1.908,1.673
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G5",18.1,-14.2,1.866,1.451
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S3",11.6,-4.9,1.577,1.451
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G4",20.1,-13.8,1.894,1.601
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S2",9.4,-10.5,1.608,1.684
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S5",-0.8,-10.8,1.417,1.386
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S4",6.9,-12.9,1.56,1.43
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S6",0.8,-11.2,1.475,1.453
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S9",0.5,-4.5,1.501,1.844
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K1",27.8,-5.9,1.9,2.68
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K0",13.6,-2.1,1.908,2.85
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S1",18.7,-7,1.537,1.602
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S0",19.1,-6.1,1.545,1.728
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J9",13.7,-15.1,1.726,1.763
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B2",30.5,3.3,2.057,2.478
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B1",35.3,-0.2,2.03,2.588
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B4",34.7,-1.8,1.976,2.431
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B3",33.3,-1.9,1.942,2.354
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B6",29.8,-3.3,1.934,2.291
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B5",33.4,0.2,1.952,2.285
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J2",7.1,-12.5,1.607,1.445
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B7",29.1,0.2,1.941,2.246
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J1",6.3,-10.8,1.735,1.63
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J4",8.2,-9.5,1.575,1.538
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J3",8.8,-11,1.567,1.46
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J6",8.9,-17.9,1.652,1.705
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J5",7,-14.6,1.671,1.737
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J8",7.4,-18.5,1.723,1.81
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R2",19.4,-4.7,1.568,2.063
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J7",11.3,-14.1,1.791,1.845
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B0",36.7,0.1,2.012,2.562
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R1",19,-6.4,1.506,2.107
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R4",18.1,-8.9,1.56,1.947
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R3",18.6,-5,1.571,1.952
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R6",20.2,1.3,1.567,1.901
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R5",17.8,-8.3,1.56,1.854
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R8",18.2,-2.7,1.49,1.583
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J0",9.5,-14.1,1.797,1.674
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R7",19.4,-2.2,1.56,1.742
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A9",33.7,-1.1,2.171,2.687
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A8",33.1,1.5,2.065,2.486
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R0",19.1,-3.5,1.556,2.103
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I9",15.4,-16.5,1.737,1.698
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Z4",5.5,-8.5,1.505,1.298
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A1",34.6,-2,2.265,2.738
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I8",16,-16.4,1.729,1.654
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A0",40.3,2.6,2.355,2.67
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Z6",15.7,-0.3,1.549,1.584
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A3",37.2,-3.2,2.323,2.701
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Z5",10.3,-9.5,1.487,1.504
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Z8",-23.5,-15.6,1.625,2.001
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A2",35.5,-1.4,2.307,2.683
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A5",33.8,2.8,2.107,2.559
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A4",34.5,-4.6,2.005,2.674
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q9",1.7,-8.9,1.504,1.546
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A7",31.2,1.9,2.127,2.54
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A6",35.6,-2.9,2.113,2.633
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q8",0.3,-10.7,1.527,1.554
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I1",16.4,-13,1.851,1.75
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I0",19.5,-15.6,1.87,1.847
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I3",12.1,-5.5,1.829,1.631
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I2",16.4,-13.7,1.822,1.841
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I5",13.3,-12.5,1.634,1.45
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I4",12.8,-9.4,1.754,1.617
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I7",14.3,-13.8,1.69,1.481
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I6",14.6,-12.3,1.604,1.402
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M1",26.5,-12.2,2.096,1.95
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M0",27.5,-9.8,2.04,1.85
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M3",26.9,-3,1.959,1.666
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M2",27.2,-7,2.006,1.68
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U4",28.4,-6.6,2.293,2.152
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U1",31.3,-4.3,2.319,2.144
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U0",31.6,-5.3,2.38,2.121
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U3",29.6,-3.5,2.254,2.098
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U2",34.8,-6,2.322,2.082
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L4",15.6,-7.8,2.102,2.129
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L3",21,-0.4,2.098,1.937
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L6",22.1,-3.5,2.091,1.96
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L5",16.1,-7.6,2.047,2.044
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L8",22.3,-0.2,2.04,1.831
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L7",23.3,-0.4,2.093,1.892
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","D0",29.7,-9.9,2.057,1.793
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L9",26.7,-4.5,2.062,1.786
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L0",16,-10.3,2.012,2.167
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L2",18.2,-5.2,2.034,1.921
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L1",16.7,-9.1,2.027,1.968
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K3",21.9,-14.3,2.241,2.239
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K2",16.8,-10.9,2.282,2.252
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K5",19.4,-9.8,2.159,2.217
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K4",25.5,-6.8,2.167,2.044
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K7",21.1,-5.8,2.109,2.023
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K6",22.3,-5.4,2.142,2.041
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O1",-0.5,-15.6,1.76,2.189
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O0",0.8,-12.9,1.797,2.131
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O3",4,-14.4,2.042,2.478
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O2",6.6,-18.3,1.768,2.07
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O5",9.5,-16.3,1.965,2.403
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O4",3.5,-19.3,1.846,2.362
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F6",25.2,-14.7,2.182,2.05
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","W1",15.9,-16.8,1.865,2.724
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F5",25.7,-11,2.3,2.103
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","W0",8.2,-10.9,1.726,2.666
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","W3",20.3,-14.9,2.188,2.221
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","W2",10.8,-15.5,2.18,2.679
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F7",27.5,-5.1,2.092,1.9
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N6",19.8,0.9,1.865,1.742
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N5",21.7,-3.9,1.898,1.779
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N8",21.4,3.9,1.842,1.652
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N7",21.6,-1.9,1.849,1.741
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F0",26.7,-8.5,2.265,2.133
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F2",22.7,-10.9,2.186,2.075
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F1",25.7,-11.7,2.268,2.111
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F4",27.2,-12.2,2.145,2.054
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F3",27.7,-7.2,2.205,2.155
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N0",17.1,-7.9,1.776,1.474
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N2",19.2,1.9,1.812,1.566
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N1",18.2,-3,1.812,1.575
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N4",20.1,-4.9,1.934,1.839
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N3",21.5,-0.5,1.852,1.686
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V6",17.3,-23.8,2.064,2.21
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V5",17.3,-21.1,2.104,2.353
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V7",6.7,-27.5,1.977,2.222
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","E5",25.1,-2.6,2.009,1.461
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V0",19.6,-6.2,2.036,2.42
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","E4",22.4,-7.5,1.963,1.381
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V2",29.8,-6.8,2.355,2.218
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","E6",31.9,-6,2.131,1.633
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V1",23.6,-8.6,2.118,2.249
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V4",20,-16.7,2.197,2.352
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V3",21.9,-10.1,2.149,2.269
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M5",23.9,-2.4,1.988,1.715
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M4",25.6,-6.6,2,1.683
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M7",20.3,-0.4,1.908,1.702
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M6",20.3,-7.6,1.911,1.663
