GCM-RCM;ZH;deltaDegre;ref;fut;surface
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;N8;1.089;6.704;7.793;1301
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;N7;1.013;6.133;7.146;590
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;F0;0.837;3.461;4.298;3972
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;F2;0.784;4.207;4.991;1712
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;F1;0.812;3.566;4.378;4595
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;F4;0.781;4.395;5.176;9621
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;F3;0.853;3.783;4.636;10836
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;N0;0.968;7.086;8.054;1075
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;N2;1.063;6.843;7.907;619
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;N1;0.986;6.749;7.735;753
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;N4;1.08;5.934;7.014;1216
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;N3;0.979;6.311;7.29;1973
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;V6;1.158;4.465;5.623;2137
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;V5;1.145;4.412;5.557;5731
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;V7;1.113;6.544;7.657;3702
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;E5;0.735;4.437;5.173;3202
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;V0;1.058;-0.385;0.673;3445
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;E4;0.67;4.939;5.608;2241
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;V2;0.958;1.337;2.295;3760
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;E6;0.68;4.178;4.859;6568
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;V1;0.963;1.584;2.547;5949
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;V4;1.051;3.225;4.277;4936
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;V3;0.815;3.306;4.121;5191
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;M5;0.899;5.877;6.776;1856
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;M4;0.915;6.011;6.925;233
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;M7;0.971;5.886;6.858;2356
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;M6;0.961;6.096;7.056;2540
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;M8;0.989;6.606;7.594;2581
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;E1;0.684;3.926;4.61;2658
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;E3;0.649;4.452;5.101;2825
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q1;1.314;6.736;8.05;1586
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;E2;0.663;4.26;4.923;1210
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q0;1.278;5.511;6.79;2461
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q3;1.288;7.181;8.469;2194
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q2;1.326;6.438;7.764;3146
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q5;1.217;7.036;8.252;1425
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q4;1.201;1.263;2.464;1368
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q7;1.083;6.626;7.709;1534
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y9;0.983;7.072;8.055;2858
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q6;1.15;2.579;3.729;1089
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y8;1.066;6.769;7.835;2698
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y1;1.133;6.043;7.176;5327
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y0;1.191;5.697;6.888;5199
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y3;1.133;7.372;8.505;3125
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y2;1.123;6.256;7.379;4403
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;H7;0.78;6.013;6.793;628
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y5;1.032;6.635;7.667;4493
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y4;1.101;7.034;8.135;4635
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y7;0.887;6.842;7.729;3118
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Y6;1.26;1.979;3.238;3977
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P8;1.156;6.508;7.664;1037
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P7;1.145;6.025;7.17;2799
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;H0;0.716;3.742;4.459;4977
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P9;1.19;6.796;7.986;594
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;H2;0.712;4.273;4.984;4017
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;H1;0.766;3.623;4.389;7940
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;H4;0.754;4.36;5.114;6017
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;H3;0.723;4.494;5.217;4070
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;H6;0.767;4.549;5.317;2312
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P0;1.102;2.298;3.4;3289
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;H5;0.745;5.087;5.832;2035
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P2;1.185;5.586;6.771;3067
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P1;1.209;3.499;4.709;3300
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P4;1.167;5.815;6.982;1282
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P3;1.175;4.426;5.601;2449
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P6;1.142;5.807;6.949;3747
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;P5;1.194;6.376;7.57;2394
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;X0;1.535;-2.069;-0.534;4831
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;X2;1.229;2.437;3.667;2298
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;G7;0.771;5.461;6.232;480
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;X1;1.305;1.933;3.238;4603
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;G6;0.734;5.212;5.946;453
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;X3;1.192;4.866;6.058;2640
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;O7;1.212;1.876;3.088;5706
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;O6;1.322;6.126;7.449;7252
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;O9;1.235;6.396;7.631;6512
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;O8;1.246;5.459;6.705;5821
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;G1;0.697;4.844;5.541;346
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;G0;0.678;4.327;5.005;762
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;G3;0.736;4.82;5.556;228
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;G2;0.723;4.574;5.297;1033
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;G5;0.741;5.513;6.254;242
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;S3;1.29;7.25;8.54;1523
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;G4;0.734;4.958;5.692;300
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;S2;1.286;6.511;7.797;2029
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;S5;1.168;8.41;9.577;370
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;S4;1.343;7.614;8.956;1554
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;S6;1.22;7.495;8.716;200
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;S9;1.175;3.452;4.627;74
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;K1;0.892;3.462;4.353;11062
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;K0;0.921;2.099;3.02;7272
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;S1;1.236;7.165;8.402;2790
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;S0;1.168;6.883;8.051;1911
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J9;0.986;6.41;7.396;1522
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;B2;0.788;2.723;3.511;1439
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;B1;0.812;2.209;3.021;1321
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;B4;0.794;2.844;3.637;1652
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;B3;0.792;3.155;3.947;945
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;B6;0.808;2.48;3.288;90
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;B5;0.787;3.073;3.86;1446
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J2;0.869;6.851;7.72;1956
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;B7;0.78;2.603;3.383;470
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J1;0.847;6.415;7.262;2960
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J4;0.985;6.96;7.945;2856
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J3;0.977;7.026;8.003;4241
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J6;0.985;6.828;7.813;1618
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J5;0.939;6.188;7.128;2612
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J8;0.887;6.057;6.944;3605
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;R2;1.082;5.979;7.061;1191
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J7;0.894;5.929;6.824;5707
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;B0;0.851;2.151;3.003;447
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;R1;1.118;5.674;6.791;1460
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;R4;1.136;6.339;7.475;881
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;R3;1.088;6.306;7.394;1497
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;R6;1.085;6.178;7.263;1327
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;R5;1.123;6.504;7.627;1378
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;R8;1.059;7.163;8.222;55
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;J0;0.829;6.131;6.96;2767
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;R7;1.13;6.69;7.819;772
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A9;0.753;2.52;3.273;3836
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A8;0.767;2.885;3.652;2079
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;R0;1.05;5.632;6.682;1348
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I9;0.853;5.436;6.289;1107
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Z4;0.967;8.103;9.07;3
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A1;0.632;2.043;2.675;1808
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I8;0.886;5.379;6.265;477
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A0;0.649;2.832;3.481;895
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Z6;1.113;7.252;8.365;175
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A3;0.653;2.637;3.29;2549
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Z5;0.988;7.616;8.604;254
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Z8;1.099;9.093;10.192;27
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A2;0.587;2.281;2.869;2953
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A5;0.781;2.511;3.293;1930
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A4;0.801;1.604;2.405;1784
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q9;1.153;6.781;7.934;1028
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A7;0.775;2.859;3.635;2670
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;A6;0.76;2.263;3.023;3092
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;Q8;1.175;7.758;8.933;1083
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I1;0.794;5.415;6.209;1809
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I0;0.804;4.906;5.71;1308
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I3;0.782;5.917;6.699;543
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I2;0.817;4.921;5.738;2971
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I5;0.833;6.653;7.486;1468
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I4;0.816;5.785;6.601;2063
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I7;0.862;5.985;6.847;1112
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_DJF.nc;I6;0.869;6.75;7.62;1255
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;M1;2.093;18.825;20.919;8294
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;M0;2.071;18.628;20.7;7963
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;M3;1.97;18.164;20.135;5838
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;M2;2.086;19.465;21.55;21
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;U4;2.154;19.797;21.951;4014
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;U1;2.028;18.923;20.952;5793
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;U0;1.945;18.505;20.45;6186
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;U3;2.026;19.539;21.565;5720
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;U2;1.977;17.737;19.714;7728
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L4;2.207;18.471;20.678;3885
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L3;2.199;19.511;21.709;818
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L6;2.18;19.5;21.68;1772
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L5;2.167;18.939;21.106;3913
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L8;2.207;19.394;21.601;3667
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L7;2.142;19.547;21.689;1312
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;D0;1.735;17.387;19.122;1133
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L9;2.108;19.49;21.598;1484
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L0;2.191;18.33;20.521;4402
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L2;2.209;19.334;21.543;3218
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;L1;2.155;19.312;21.467;1841
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;K3;2.165;18.266;20.431;5605
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;K2;2.301;16.844;19.145;8745
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;K5;2.198;18.774;20.973;6822
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;K4;2.15;19.004;21.154;10008
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;K7;2.178;19.229;21.407;3446
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;K6;2.196;19.16;21.356;7121
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;O1;2.211;18.273;20.483;4132
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;O0;2.319;17.003;19.322;5818
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;O3;2.443;18.926;21.368;5301
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;O2;2.138;20.982;23.119;5193
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;O5;2.345;19.912;22.257;5961
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;O4;2.237;20.198;22.436;4491
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;F6;1.89;18.458;20.348;7321
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;W1;2.3;12.95;15.25;3064
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;F5;1.963;18.148;20.111;5515
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;W0;2.421;12.11;14.531;2711
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;W3;2.247;18.502;20.749;2497
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;W2;2.405;13.402;15.807;3619
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;F7;1.904;19.38;21.284;1105
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;N6;2.185;19.886;22.071;771
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;N5;2.13;19.476;21.607;404
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;N8;2.176;19.892;22.068;1301
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;N7;2.154;19.348;21.503;590
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;F0;2.017;18.532;20.549;3972
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;F2;1.942;18.906;20.849;1712
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;F1;1.952;18.57;20.523;4595
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;F4;2.039;18.862;20.902;9621
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;F3;2.055;18.704;20.758;10836
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;N0;2.062;18.987;21.049;1075
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;N2;2.18;19.254;21.434;619
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;N1;2.15;19.083;21.233;753
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;N4;2.185;19.61;21.795;1216
tasAdjust_FR_rcp85_NorESM1-M_REMO_ADAMONT_seasmean_1950-2100_JJA.nc;N3;2.177;19.226;21.403;1973
